Name,FIPS,"# Population, 2020","# Total Population [B01003] | Total population, 2017","# Sex By Age (White Alone) [B01001A] | People who are White alone, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone, 2017","# Sex By Age (Hispanic Or Latino) [B01001I] | Hispanic or Latino population, 2017","# Sex By Age (White Alone, Not Hispanic Or Latino) [B01001H] | White alone, not Hispanic or Latino population, 2017","# Sex By Age [B01001] | Total population | Under 5 years, 2017","# Sex By Age [B01001] | Total population | 5 to 9 years, 2017","# Sex By Age [B01001] | Total population | 10 to 14 years, 2017","# Sex By Age [B01001] | Total population | 15 to 17 years, 2017","# Sex By Age [B01001] | Total population | 18 and 19 years, 2017","# Sex By Age [B01001] | Total population | 20 years, 2017","# Sex By Age [B01001] | Total population | 21 years, 2017","# Sex By Age [B01001] | Total population | 22 to 24 years, 2017","# Sex By Age [B01001] | Total population | 25 to 29 years, 2017","# Sex By Age [B01001] | Total population | 30 to 34 years, 2017","# Sex By Age [B01001] | Total population | 35 to 39 years, 2017","# Sex By Age [B01001] | Total population | 40 to 44 years, 2017","# Sex By Age [B01001] | Total population | 45 to 49 years, 2017","# Sex By Age [B01001] | Total population | 50 to 54 years, 2017","# Sex By Age [B01001] | Total population | 55 to 59 years, 2017","# Sex By Age [B01001] | Total population | 60 and 61 years, 2017","# Sex By Age [B01001] | Total population | 62 to 64 years, 2017","# Sex By Age [B01001] | Total population | 65 and 66 years, 2017","# Sex By Age [B01001] | Total population | 67 to 69 years, 2017","# Sex By Age [B01001] | Total population | 70 to 74 years, 2017","# Sex By Age [B01001] | Total population | 75 to 79 years, 2017","# Sex By Age [B01001] | Total population | 80 to 84 years, 2017","# Sex By Age [B01001] | Total population | 85 years and over, 2017","% Population in Poverty, Total, 2020","% Population in Poverty, Total, 2017","% Population in Poverty, Total, 2010","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | Under 5 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 5 to 9 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 10 to 14 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 15 to 17 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 18 and 19 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 20 to 24 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 25 to 29 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 30 to 34 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 35 to 44 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 45 to 54 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 55 to 64 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 65 to 74 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 75 to 84 years, 2017","# Sex By Age (Asian Alone) [B01001D] | People who are Asian alone | 85 years and over, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | Under 5 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 5 to 9 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 10 to 14 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 15 to 17 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 18 and 19 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 20 to 24 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 25 to 29 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 30 to 34 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 35 to 44 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 45 to 54 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 55 to 64 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 65 to 74 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 75 to 84 years, 2017","# Sex By Age (Black Or African American Alone) [B01001B] | Black or African American alone | 85 years and over, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | Under 5 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 5 to 9 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 10 to 14 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 15 to 17 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 18 and 19 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 20 to 24 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 25 to 29 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 30 to 34 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 35 to 44 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 45 to 54 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 55 to 64 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 65 to 74 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 75 to 84 years, 2017","# Sex By Age (Some Other Race Alone) [B01001F] | People who are Some Other Race alone | 85 years and over, 2017","# Place Of Birth By Educational Attainment In The United States [B06009] | Population 25 years and over in the United States | Less than high school graduate, 2017","# Place Of Birth By Educational Attainment In The United States [B06009] | Population 25 years and over in the United States | High school graduate (includes equivalency), 2017","# Place Of Birth By Educational Attainment In The United States [B06009] | Population 25 years and over in the United States | Some college or associate's degree, 2017","# Place Of Birth By Educational Attainment In The United States [B06009] | Population 25 years and over in the United States | Bachelor's degree, 2017","# Place Of Birth By Educational Attainment In The United States [B06009] | Population 25 years and over in the United States | Graduate or professional degree, 2017","# Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting By Workers 16 Years And Over By Sex [B08015] | Aggregate number of vehicles (car, truck, or van) used in commuting, 2017","# Means Of Transportation To Work By Vehicles Available [B08141] | Workers 16 years and over in households | Walked, 2017","# Means Of Transportation To Work By Vehicles Available [B08141] | Workers 16 years and over in households | No vehicle available, 2017","# Means Of Transportation To Work By Vehicles Available [B08141] | Workers 16 years and over in households | Car, truck, or van - drove alone | No vehicle available, 2017","# Means Of Transportation To Work By Vehicles Available [B08141] | Workers 16 years and over in households | Car, truck, or van - carpooled, 2017","% Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting By Workers 16 Years And Over By Sex [B08015] | Aggregate number of vehicles (car, truck, or van) used in commuting | Male, 2017","% Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting By Workers 16 Years And Over By Sex [B08015] | Aggregate number of vehicles (car, truck, or van) used in commuting | Female, 2017","% Employment, Retail Trade, 2017","% Employment, Wholesale Trade, 2017","% Employment, Transportation and Warehousing, 2017","% Employment, Arts, Entertainment, Accommodation and Food Services, etc., 2017","% Employment, Health Care and Social Assistance, 2017","% Employment, Accomodation and Food Services (Pop 16+), 2017","% Employment, Car, Truck, Van to Work, 2017","% Employment, Public Transportation to Work, 2017","% Employment, Other Transportation to Work, 2017","% Employment, Work at Home, 2017","% Employment, Walked to Work, 2017","% Employment, Railroad to Work, 2017","% Employment, Motorcycle to Work, 2017","% Employment, Bicycle to Work, 2017","% Employment, Car, Truck, Van to Work Alone, 2017","% Occupation, Production, Transportation, and Material Moving, 2017","% Occupation, Service, 2017","% Employment, Travel Time Less than 15 Min, 2017","% Employment, Travel Time 15-29 Min, 2017","% Employment, Travel Time 30-59 Min, 2017","% Employment, Travel Time 60-89 Min, 2017","% Employment, Travel Time 90+ Min, 2017"
"11238, Brooklyn, NY",11238,55872,55398,23996,22640,3300,2587,6191,22057,3424,2067,2037,1010,438,396,391,2440,6853,7842,5271,4225,3332,2834,2959,1256,1728,1228,1408,1602,813,973,871,14.9144,16.4476,15.4372,181,150,42,24,18,333,443,635,775,301,261,93,38,6,1167,752,1239,617,310,1241,1539,1410,2762,3148,3270,3180,1341,664,220,128,165,46,29,358,244,308,208,264,426,66,115,10,4053,6027,7180,13932,12003,2795,2226,20160,229,524,57.424,42.576,7.3307,1.3351,3.7303,11.6574,15.3104,5.9554,11.7471,73.2855,0.4914,5.9245,4.6698,1.3444,0.0278,3.7086,10.0133,4.8954,15.3753,4.3731,14.8407,60.2713,10.9404,3.6499
"11239, Brooklyn, NY",11239,14044,12713,3682,7950,375,387,2214,2585,488,728,691,346,186,359,129,421,601,545,757,613,750,884,775,311,588,521,412,831,718,498,561,27.9835,30.529,29.2146,0,0,0,0,0,0,20,0,61,0,127,66,34,67,313,485,638,290,186,881,352,406,1068,1271,854,859,290,57,35,74,0,0,0,0,59,0,70,16,78,54,1,0,2140,3138,2341,1142,604,1270,291,2124,160,63,42.5197,57.4803,14.2578,1.3477,4.9805,4.6875,22.4023,3.8086,29.8242,58.9063,0.5859,0.918,7.793,1.6797,0.625,0.6055,22.1289,5.4688,19.5313,7.4609,9.668,50.5469,19.375,12.0313
"11351, Flushing, NY",11351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11354, Flushing, NY",11354,56109,57566,11934,2097,35922,5972,9211,9458,2819,2469,2385,1214,764,607,412,2365,4299,4596,3569,3961,4172,5251,4641,1449,2026,1274,1751,2193,1872,1448,2029,20.7008,18.6339,16.2551,1433,1326,1417,694,455,2044,3009,3317,5344,6263,5522,2761,1638,699,104,31,103,71,30,229,213,116,216,196,226,300,201,61,462,674,216,257,172,570,461,346,1007,965,331,329,65,117,11546,13034,10826,6013,3112,8150,4034,11350,677,3863,61.1043,38.9571,11.8663,3.3217,5.8166,14.1718,13.3231,12.3725,41.0693,45.2906,0.8887,2.1562,9.7829,1.6827,0.0619,0.6884,29.367,10.2491,28.6021,10.2273,18.2255,37.6202,25.1166,6.6543
"11355, Flushing, NY",11355,85240,82890,10650,2761,60276,6704,11631,6719,4601,3874,3186,2184,1259,891,780,3422,6743,5748,6050,5325,6731,7038,5773,2306,3144,1705,2190,3097,2594,2090,2159,24.2715,21.9306,18.8328,3584,2996,2174,1435,848,3594,5042,4605,8611,10746,7895,4587,2832,1327,12,62,186,32,50,85,175,68,532,380,502,420,156,101,476,297,271,289,224,567,564,587,938,892,843,385,331,40,18631,18890,12757,7687,4728,10120,5218,15023,877,5985,65.2174,34.7332,9.2929,3.3114,8.4251,18.891,14.2326,17.4343,32.5108,50.8296,2.5032,2.1623,11.8366,1.4399,0.0596,0.0143,22.2405,11.6698,31.7885,9.4932,17.9373,36.3372,26.7058,7.3642
"11356, College Point, NY",11356,21687,24069,8370,569,7543,6633,9591,5941,1697,1297,1425,828,438,385,215,931,1743,2065,1510,1620,1827,1668,1611,769,942,540,359,703,697,473,326,11.5184,10.5261,8.9889,478,326,271,117,118,499,672,558,1083,1149,1436,508,196,132,69,74,26,51,11,37,44,34,60,24,101,33,0,5,655,410,521,340,140,503,518,909,913,821,552,300,41,10,3693,5631,4066,2431,1032,5485,727,1473,75,1589,60.2552,39.8359,13.8018,4.1753,7.0557,11.0809,11.7564,9.5515,48.8929,39.1255,1.0696,3.0775,7.6562,0.3847,0,0.1783,40.2421,14.5994,20.9889,13.0981,18.1648,32.0135,20.4823,13.1638
"11357, Whitestone, NY",11357,40578,41393,28912,205,9362,1616,6004,24778,2482,1963,2451,1392,768,417,502,1195,1963,2616,2373,2646,2898,3193,2934,1289,1575,1077,1438,2078,1624,1214,1305,6.7475,5.9973,4.996,599,371,654,335,149,288,629,665,1355,1369,1583,1021,234,110,1,0,18,0,0,0,1,45,35,2,32,39,10,22,127,146,153,0,31,117,110,126,254,380,37,88,47,0,4209,7575,7209,7041,4189,11960,266,671,208,1897,52.0903,47.9097,8.9955,3.871,7.0443,9.1267,11.0779,7.0129,67.123,27.5216,0.6924,2.0561,2.3499,2.4076,0,0.2308,60.3409,6.588,14.2565,12.9347,26.4306,34.2408,18.9352,5.4026
"11358, Flushing, NY",11358,36446,36959,16059,459,16591,2868,6109,13263,1729,1547,1754,1177,566,390,480,1192,3087,2457,2297,2666,2482,3023,2912,985,1416,968,1221,1597,1306,909,798,11.4032,10.2684,8.9312,856,771,691,510,217,811,1513,1347,2631,2736,2147,1501,705,155,0,23,9,14,7,40,24,16,135,56,87,40,8,0,170,119,242,100,94,233,317,224,535,451,281,52,32,18,4509,7081,7616,5399,3519,8125,624,2354,242,1955,59.0769,40.9231,9.9728,2.9196,5.9721,11.8055,13.3549,9.7416,58.594,35.0119,0.4452,1.746,3.5208,7.377,0.0058,0.3642,47.0544,8.2037,22.0732,10.1116,22.3912,37.3995,21.0094,7.3423
"11359, Bayside, NY",11359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11360, Bayside, NY",11360,18062,19501,12738,180,5791,435,1749,11465,1076,901,864,394,245,53,171,513,1049,843,1392,1451,1201,1346,1549,433,988,553,756,949,859,813,1102,6.4057,5.755,4.6913,345,274,283,210,117,206,362,305,1148,918,754,501,255,113,0,0,44,5,0,28,0,12,0,25,48,17,1,0,0,7,7,0,11,63,142,34,71,35,45,10,10,0,1074,2862,3510,4407,3431,5305,150,459,101,717,54.2884,45.7116,11.7113,6.6281,5.1893,7.7368,15.2966,4.4699,66.1281,25.2034,1.8988,3.2197,2.7833,7.0645,0,0.6958,59.2877,4.5878,8.7039,10.2842,23.281,38.6602,19.9316,4.6232
"11361, Bayside, NY",11361,28891,29072,14572,964,11334,1569,4239,12294,1408,1424,1504,1020,531,266,294,1157,2045,2195,2175,2129,1944,2004,2122,690,1093,663,898,1204,729,637,940,9.8474,8.8264,7.2599,664,651,597,462,145,579,831,950,1950,1647,1555,878,333,92,24,18,39,22,21,58,45,46,147,202,93,105,66,78,39,123,190,58,59,172,111,70,252,242,107,112,20,14,2382,4855,5170,5328,3733,8025,559,850,146,1509,53.8318,46.1682,8.517,4.6038,5.2176,11.3979,12.1024,9.2564,60.9724,32.115,0.7882,2.9297,2.8041,13.0092,0,0.1883,52.846,6.9406,16.8387,8.3008,23.7863,41.3993,18.1152,5.4688
"11362, Little Neck, NY",11362,17473,18443,9075,186,8089,624,1641,8027,1063,963,654,387,308,97,184,495,1067,805,1335,1188,962,1328,1530,690,784,533,731,1128,550,565,1096,9.7064,8.7336,7.2697,690,487,299,176,176,425,502,472,1355,1120,1246,652,308,181,0,0,0,0,0,3,5,10,23,13,104,22,0,6,73,101,31,0,0,20,12,41,198,54,21,73,0,0,1354,3001,3495,3469,2973,4990,203,509,64,704,50.501,49.499,9.0515,3.5676,2.7239,11.7271,13.3783,9.5697,69.495,22.2249,0.6388,3.5434,4.0979,9.6059,0,0,60.8895,4.1702,14.5956,14.0171,20.875,35.085,15.7527,10.7268
"11363, Little Neck, NY",11363,6873,7423,4435,98,2245,313,1223,3767,411,415,500,166,144,69,42,219,455,312,457,500,353,777,690,158,228,160,243,441,319,104,260,3.7393,3.3399,2.7402,112,156,191,55,66,113,114,80,427,330,220,236,77,68,0,0,0,0,0,0,0,0,0,85,6,0,0,7,0,0,0,0,0,0,75,42,52,34,83,27,0,0,208,1172,1294,1515,1268,1760,109,66,10,307,56.5341,43.4659,14.5213,4.0158,2.6533,3.7648,14.9875,2.9401,70.5271,24.3098,0.6095,2.5099,2.0437,16.8519,0,0,61.7426,5.199,16.4575,13.9835,24.4532,39.4407,18.1427,1.4701
"11364, Oakland Gardens, NY",11364,35606,35885,14707,931,18079,1350,3517,12732,2016,1645,1907,1376,588,508,184,894,1969,2374,2261,2418,2654,2961,2724,1579,1220,1174,1400,1382,1048,666,937,12.6355,11.2864,9.6538,1091,803,1244,618,201,1008,1059,1124,2790,2829,2841,1670,591,210,9,51,18,17,37,26,104,185,78,158,127,93,17,11,206,11,73,122,129,112,117,10,268,114,112,44,32,0,2983,6195,6078,6720,4791,9385,274,821,233,1787,52.0511,47.9489,12.4629,3.3149,7.0137,7.7232,15.9349,5.6121,64.2919,27.3335,0.9131,4.1349,3.0183,3.4487,0,0.1977,52.5385,6.3972,15.3707,8.8281,21.6749,36.5688,18.6508,10.1425
"11365, Fresh Meadows, NY",11365,40300,45565,16089,3454,20339,3888,8540,12175,3350,2310,2306,1149,958,652,533,1624,3701,2658,2736,3070,3198,3931,3391,1478,1651,826,1199,1432,865,1197,1350,14.6303,13.2374,11.2324,1486,1010,1105,537,380,1232,2201,1282,2645,3554,2797,1430,589,91,294,139,245,206,96,266,79,161,662,379,708,139,74,6,525,524,110,22,54,340,157,374,690,543,326,143,50,30,4531,8312,8223,6922,4695,10430,639,2141,459,2062,58.3893,41.6107,10.009,3.9009,5.764,10.1413,13.5394,8.4158,54.5175,39.0409,0.4711,2.4771,2.8953,2.3977,0,0.1217,44.6779,7.7595,18.1496,8.4052,19.8063,35.3253,21.3889,12.5973
"11366, Fresh Meadows, NY",11366,15819,14308,5902,806,6734,422,1148,5367,794,721,765,565,238,237,327,702,1084,870,711,879,858,1085,946,463,588,410,416,602,387,295,365,13.9705,12.5146,10.6386,356,273,387,297,105,659,580,418,828,1101,1048,475,146,61,105,92,22,10,27,67,69,60,33,103,57,86,43,32,13,40,20,15,0,84,90,22,84,12,23,19,0,0,1205,2248,2202,2677,1627,2890,267,439,100,591,52.0761,47.9239,8.8276,2.5322,7.2328,9.3593,18.061,6.939,53.8053,40.2071,0.1819,2.77,2.8539,0.7415,0,0,46.6284,7.3307,13.7381,9.1074,20.5092,31.6592,24.5383,11.4158
"11367, Flushing, NY",11367,42743,43496,24400,3502,11519,2093,7622,20206,3921,3112,2167,1426,1112,744,686,1706,3749,3095,2291,2730,2031,2197,2898,1421,1730,1007,1100,1729,1136,679,829,21.9685,19.9442,17.3804,751,466,369,408,145,954,991,735,1153,1821,2028,1031,478,189,158,280,130,108,137,314,190,413,462,370,586,283,42,29,12,310,160,21,48,59,143,129,359,129,440,177,106,0,4471,7557,5666,6271,4657,8025,1253,3225,174,1653,58.0062,41.9938,8.531,3.7238,5.9696,7.5527,19.7391,5.8486,47.7936,43.5386,0.6522,2.6982,4.7704,1.257,0.0947,0.1105,40.9299,8.0471,17.4197,9.7039,20.1967,41.54,18.8608,7.0005
"11368, Corona, NY",11368,110344,114647,45355,13897,14013,37794,83893,5046,10441,8344,7641,4255,2541,1615,1698,5343,10838,10568,9614,8773,6771,6303,5173,2089,2510,1503,1977,2435,1937,861,1417,27.2946,24.823,21.5342,895,732,765,489,316,935,1429,1060,1546,2273,1713,1041,576,243,816,678,761,796,246,1061,1063,639,2002,1787,1711,1286,579,472,3907,2845,2716,1456,796,2802,4343,4326,6655,4258,2193,886,501,110,27837,23268,12296,6886,2482,9485,5367,28985,974,2859,76.7001,23.2999,10.9723,2.704,6.7311,21.8834,10.9633,20.4326,22.3527,65.1918,0.4674,1.7259,7.8548,0.9097,0,1.9453,16.3766,16.524,37.327,6.6646,16.8962,43.5853,21.4789,9.6491
"11369, East Elmhurst, NY",11369,33872,37325,10129,5907,4990,15015,23917,2741,2571,1950,2271,1295,843,503,696,1791,2858,2916,2395,2495,2779,2366,2454,981,988,748,914,1115,971,689,736,20.2911,18.4595,15.8231,315,339,245,211,68,368,346,522,658,624,669,439,156,30,193,153,160,126,135,405,371,360,634,826,895,721,541,387,1300,1035,1303,679,368,1286,1280,1212,2152,2225,1180,569,326,100,6096,9933,4866,2926,1584,4385,935,4700,96,1474,69.5553,30.4447,11.2829,1.9581,8.692,16.0707,14.7752,14.0708,32.8398,55.1131,1.2238,2.2327,7.3428,0.3522,0.3582,0.4418,26.1835,13.5335,33.3473,9.1517,21.4733,37.0963,21.5808,8.4652
"11370, East Elmhurst, NY",11370,28583,33789,14179,4793,7515,6278,12944,8300,1567,1108,1597,1266,1057,708,494,1865,3312,2868,2501,2772,2564,2694,1885,690,884,568,724,788,686,635,556,21.2259,19.1409,16.2953,305,283,512,370,164,787,612,337,879,1275,1041,395,399,156,2,0,0,180,309,795,722,620,996,781,307,81,0,0,381,252,411,222,248,559,650,699,1130,982,429,168,107,40,6407,8164,4295,3405,1856,4275,452,2783,193,804,70.0585,30.0585,10.3033,3.5397,9.0695,16.4867,11.3461,14.1147,35.0151,52.7062,0.9914,1.9388,7.4025,0.4994,0.235,0.9914,30.8218,14.8711,27.921,10.9569,21.8844,39.5315,21.128,4.5605
"11371, Flushing, NY",11371,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1884,20.8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,16.6667,4.7619,11.9048,11.9048,19.0476,11.9048,38.0952,47.619,0,4.7619,4.7619,0,0,0,33.3333,9.5238,35.7143,4.7619,26.1905,50,4.7619,9.5238
"11372, Jackson Heights, NY",11372,71595,64298,37858,1706,13151,9154,38125,11047,3544,3305,3212,1714,1048,600,661,2282,4847,5845,5554,5025,5044,4752,3740,1442,2146,1060,1994,2906,1310,1142,1125,24.6372,22.528,19.4795,648,721,909,273,184,860,1084,725,2626,1966,1411,1290,331,123,68,60,41,0,0,147,165,162,273,221,255,241,32,41,718,523,554,210,188,496,809,997,1120,1140,1237,755,223,184,11255,13717,9315,8769,4876,5930,2711,15413,351,1651,74.0304,25.9696,8.981,2.3126,7.4438,17.4882,11.3797,15.0841,16.0587,71.7351,0.2208,2.2614,8.5745,1.2465,0.0054,0.5842,13.0677,14.1419,30.0175,6.8246,14.7018,56.6348,15.9752,3.6021
"11373, Elmhurst, NY",11373,102498,96353,23348,2303,48874,18841,37278,6611,5670,5209,4682,2810,1543,1138,1054,3744,8307,8332,7796,7828,6462,6540,6595,2553,3232,1978,2502,2968,2221,1749,1440,25.4834,23.2963,20.1445,2589,2309,2268,1536,623,2974,4471,4386,8138,6877,6785,3583,1852,483,24,74,64,28,0,99,292,152,261,272,493,196,281,67,1082,1253,1288,634,509,1080,1685,1708,3367,2464,2069,1050,509,143,18641,21051,12367,13087,5357,7115,3582,24268,650,2508,72.312,27.6177,12.0766,2.9821,7.1725,21.5744,11.5109,20.4229,16.0906,74.446,0.744,1.711,6.2623,1.6239,0,0.4947,12.7151,14.7303,34.7436,5.05,13.0334,59.1461,16.8001,4.2593
"11374, Rego Park, NY",11374,43762,43540,23949,1724,13137,2843,7535,19741,2361,2039,1356,926,433,366,262,1343,3785,3772,2952,2663,2619,2829,3818,1098,1941,1148,1537,2063,1836,1085,1308,15.2598,13.6628,11.5306,602,617,456,326,251,691,1242,1228,2040,1643,1998,1267,561,215,89,106,74,39,0,286,88,201,162,255,228,160,36,0,183,97,72,51,61,110,393,307,446,256,475,284,64,44,3379,7111,6964,10146,6854,5175,1999,7150,389,993,61.4493,38.5507,8.7316,3.1572,7.0203,8.5305,19.538,6.6824,27.2086,61.2834,0.6631,2.8107,7.3968,1.6171,0,0.2652,21.7668,7.6749,17.9422,5.3561,16.8171,51.4909,19.2214,4.3037
"11375, Forest Hills, NY",11375,67221,72937,45164,1896,20712,1857,10991,37039,4993,4189,3199,1489,930,338,415,1664,4443,6155,6083,6039,5304,4656,4897,1930,2276,1666,2625,2673,2143,2372,2458,9.6636,8.7312,7.3575,1274,1218,1063,447,161,803,1207,2071,4192,3315,2388,1448,773,352,114,84,21,27,52,64,116,144,546,286,179,137,82,44,77,89,55,44,51,67,180,276,508,309,130,9,44,18,3822,8560,10160,17553,15625,8915,1956,11192,409,1983,58.0482,41.9518,8.5091,2.3793,4.0091,6.766,15.2083,4.3867,25.2658,63.0934,0.9035,3.951,6.2402,3.0736,0,0.3457,20.3678,4.0178,11.9226,6.2431,13.6134,52.1498,20.0453,3.9974
"11377, Woodside, NY",11377,88642,89688,43531,2141,33982,6823,34667,17508,4464,4381,4403,2398,1362,1185,882,3181,7690,8102,8718,7483,7353,5931,5554,1702,2547,1940,2131,3194,2348,1569,1170,18.8579,17.3571,14.7419,1638,1546,1862,1045,666,2164,2570,3726,5978,5201,3562,2770,1079,175,78,142,61,30,28,132,260,138,352,312,296,134,109,69,324,481,284,194,108,392,392,400,1620,1110,802,541,87,88,15623,20572,11769,13564,5904,9780,2372,19290,552,2361,76.1247,23.8753,11.7881,2.5929,6.6249,18.8203,12.666,15.9581,20.3679,69.7106,0.7376,1.5159,6.1113,1.1313,0.1765,0.5023,15.9015,13.2543,28.7734,6.7516,19.257,56.0966,13.0145,3.3645
"11378, Maspeth, NY",11378,33603,35844,26531,511,3990,3763,11209,19684,2301,2030,1985,1466,537,393,396,1387,2655,3073,2504,2584,2437,2617,2491,939,1314,591,781,1165,837,572,789,12.6536,11.3161,9.528,275,121,245,179,32,212,420,405,492,550,668,206,176,9,5,8,6,7,0,43,85,44,115,91,63,15,7,22,247,311,122,206,54,346,349,358,619,607,345,87,71,41,3574,8810,6009,4737,2219,7045,867,3188,298,1360,60.3265,39.6735,10.4779,3.0463,6.6954,9.2086,11.6773,7.3301,47.2044,43.1237,0.2729,1.7579,6.0608,0.8758,0.2094,1.0091,40.2995,10.3065,23.196,9.1071,21.0065,45.7067,16.4371,5.9846
"11379, Middle Village, NY",11379,36851,37524,29831,509,3969,2255,7583,24979,1789,2149,2054,1061,645,424,340,996,2433,2564,2741,2443,2994,2744,2923,919,1345,944,1132,1491,1396,1027,970,11.2833,10.1064,8.5305,207,184,152,88,82,217,372,302,725,455,493,440,199,53,0,28,12,16,31,26,37,28,70,159,34,19,42,7,178,209,141,70,82,69,219,102,448,345,289,71,32,0,3617,8378,6714,5864,3493,8240,1034,1979,151,1421,55.9466,43.9927,9.1025,2.3612,7.3563,8.5572,11.9684,6.7355,50.4032,43.1746,0.5047,1.2995,4.0552,0.6904,0,0.1798,44.5611,10.0249,19.6612,6.0741,19.5974,54.0059,15.2927,3.7303
