MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,day,TOTAL_COVID_TESTS
10023,Lincoln Square,Manhattan,651,1080.05,60274.81,54,89.59,4.8,2020-08-20,95,NA
10024,Upper West Side,Manhattan,828,1444.08,57337.68,75,130.8,5.69,2020-08-20,95,NA
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1524,1650.54,92333.47,178,192.78,6.21,2020-08-20,95,NA
10026,Central Harlem (South),Manhattan,748,1917.06,39018.03,47,120.46,9.14,2020-08-20,95,NA
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1173,1843.44,63631.04,113,177.59,8.67,2020-08-20,95,NA
10028,Upper East Side/Yorkville,Manhattan,540,1098.56,49155.08,34,69.17,5.12,2020-08-20,95,NA
10029,East Harlem,Manhattan,2017,2558.3,78841.52,213,270.16,10.86,2020-08-20,95,NA
10030,Central Harlem (North),Manhattan,565,1926.89,29321.91,56,190.98,9.77,2020-08-20,95,NA
10031,Hamilton Heights/West Harlem,Manhattan,1511,2495.17,60556.93,133,219.63,11.07,2020-08-20,95,NA
10032,Washington Heights (South),Manhattan,1743,2834.49,61492.57,175,284.59,12.43,2020-08-20,95,NA
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1519,2565.43,59210.43,121,204.36,11.77,2020-08-20,95,NA
10034,Inwood/Washington Heights (North),Manhattan,859,1994.26,43073.65,71,164.83,9.81,2020-08-20,95,NA
10035,East Harlem,Manhattan,1123,3262.01,34426.65,136,395.04,12.48,2020-08-20,95,NA
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,513,1957.17,26211.25,40,152.61,6.88,2020-08-20,95,NA
10037,Central Harlem (North)/East Harlem,Manhattan,570,2760.34,20649.62,63,305.09,11.24,2020-08-20,95,NA
10038,Chinatown/Financial District,Manhattan,290,1315.31,22047.96,28,127,6.29,2020-08-20,95,NA
10039,Central Harlem (North)/Washington Heights (South),Manhattan,609,2301.8,26457.52,64,241.9,11.45,2020-08-20,95,NA
10040,Washington Heights (North),Manhattan,1278,2852.15,44808.28,119,265.58,12,2020-08-20,95,NA
10044,Roosevelt Island,Manhattan,258,2205.07,11700.29,36,307.68,9.85,2020-08-20,95,NA
10065,Lenox Hill/Upper East Side,Manhattan,357,1228.43,29061.49,28,96.35,4.56,2020-08-20,95,NA
10069,Lincoln Square,Manhattan,69,1088.65,6338.13,2,31.56,4.55,2020-08-20,95,NA
10075,Lenox Hill/Upper East Side,Manhattan,443,1874.41,23634.14,45,190.4,6.77,2020-08-20,95,NA
10128,Upper East Side/Yorkville,Manhattan,713,1162.15,61351.93,41,66.83,4.89,2020-08-20,95,NA
10280,Battery Park City,Manhattan,64,665.37,9618.7,0,0,4.06,2020-08-20,95,NA
10282,Battery Park City,Manhattan,84,1523,5515.44,15,271.96,8.44,2020-08-20,95,NA
10301,Silver Lake/St. George,Staten Island,1310,3306.95,39613.55,107,270.11,14.33,2020-08-20,95,NA
10302,Elm Park,Staten Island,685,3648.67,18773.99,32,170.45,18.1,2020-08-20,95,NA
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,943,3594.89,26231.66,47,179.17,16.17,2020-08-20,95,NA
10304,New Dorp/Todt Hill,Staten Island,1519,3578.44,42448.71,182,428.75,15.35,2020-08-20,95,NA
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1367,3211.86,42560.99,80,187.97,15.4,2020-08-20,95,NA
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1573,2930.02,53685.66,82,152.74,13.24,2020-08-20,95,NA
10307,Tottenville,Staten Island,416,2734.22,15214.56,15,98.59,14.67,2020-08-20,95,NA
10308,Great Kills,Staten Island,702,2368.79,29635.33,28,94.48,12.89,2020-08-20,95,NA
10309,Charleston/Prince's Bay/Woodrow,Staten Island,912,2763.22,33004.98,31,93.93,13.64,2020-08-20,95,NA
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,759,3179.6,23870.96,33,138.24,14.1,2020-08-20,95,NA
10312,Annadale/Rossville,Staten Island,1666,2762.65,60304.33,59,97.84,13.8,2020-08-20,95,NA
10314,Bloomfield/Freshkills Park,Staten Island,2885,3176.11,90834.29,201,221.28,14.64,2020-08-20,95,NA
10451,Concourse/Melrose,Bronx,1736,3637.98,47718.77,152,318.53,14.59,2020-08-20,95,NA
10452,Concourse/Highbridge,Bronx,2730,3543.84,77035.04,175,227.17,15.39,2020-08-20,95,NA
10453,Morris Heights/Mount Hope/University Heights,Bronx,2699,3324.55,81184.04,165,203.24,16.12,2020-08-20,95,NA
10454,Mott Haven/Port Morris,Bronx,1275,3335.65,38223.41,105,274.7,15.11,2020-08-20,95,NA
10455,Mott Haven,Bronx,1460,3461.82,42174.38,111,263.19,15.36,2020-08-20,95,NA
10456,Claremont/Morrisania,Bronx,2832,3030.76,93441.91,291,311.42,14.5,2020-08-20,95,NA
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2470,3307.22,74685.06,187,250.38,14.86,2020-08-20,95,NA
10458,Belmont/Fordham University/Kingsbridge,Bronx,2406,2870.86,83807.74,126,150.34,15.16,2020-08-20,95,NA
10459,Charlotte Gardens/Hunts Point,Bronx,1663,3439.18,48354.56,166,343.3,14.92,2020-08-20,95,NA
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1883,3134.51,60073.25,127,211.41,15.35,2020-08-20,95,NA
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1970,3981.44,49479.56,141,284.97,15.52,2020-08-20,95,NA
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2493,3223.75,77332.41,183,236.64,14.65,2020-08-20,95,NA
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2249,3154.84,71287.33,216,303,12.81,2020-08-20,95,NA
10464,City Island,Bronx,135,3101.2,4353.16,9,206.75,12.71,2020-08-20,95,NA
10465,Country Club/Throgs Neck,Bronx,1591,3697.38,43030.43,86,199.86,15.21,2020-08-20,95,NA
10466,Edenwald/Wakefield,Bronx,2607,3612.47,72166.65,169,234.18,17.36,2020-08-20,95,NA
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3809,3779.37,100784.05,324,321.48,16,2020-08-20,95,NA
10468,Fordham/Kingsbridge/University Heights,Bronx,3110,4055.76,76681.12,221,288.21,15.97,2020-08-20,95,NA
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3238,4528.15,71508.25,363,507.63,17.79,2020-08-20,95,NA
10470,Wakefield/Woodlawn,Bronx,489,3467.16,14103.75,20,141.81,16.07,2020-08-20,95,NA
10471,Fieldston/North Riverdale/Riverdale,Bronx,859,4042.87,21247.28,86,404.76,12.74,2020-08-20,95,NA
10472,Soundview,Bronx,2213,3258.54,67913.94,188,276.82,17.33,2020-08-20,95,NA
10473,Castle Hill/Clason Point/Soundview,Bronx,2157,3483.23,61925.28,138,222.85,15.79,2020-08-20,95,NA
10474,Hunts Point,Bronx,353,2838.06,12438.07,21,168.84,14.59,2020-08-20,95,NA
10475,Co-op City/Edenwald,Bronx,1860,4252.09,43743.21,176,402.35,16.76,2020-08-20,95,NA
11004,Bellerose/Douglaston-Little Neck,Queens,633,3374.46,18758.55,68,362.5,12.51,2020-08-20,95,NA
11101,Astoria (South)/Long Island City/Sunnyside,Queens,727,2065.1,35204.11,40,113.62,7.24,2020-08-20,95,NA
11102,Astoria (North),Queens,712,2181.85,32632.92,80,245.15,9.23,2020-08-20,95,NA
11103,Astoria (North)/Astoria (South),Queens,658,1798.52,36585.65,54,147.6,7.77,2020-08-20,95,NA
11104,Sunnyside,Queens,557,2248.17,24775.7,42,169.52,9.18,2020-08-20,95,NA
11105,Ditmars Steinway,Queens,551,1535.04,35894.88,43,119.79,6.97,2020-08-20,95,NA
11106,Astoria (South),Queens,774,2001.84,38664.4,55,142.25,9.09,2020-08-20,95,NA
11109,Long Island City,Queens,62,1222.72,5070.64,2,39.44,4.48,2020-08-20,95,NA
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,815,1338.08,60908.15,95,155.97,4.93,2020-08-20,95,NA
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2245,3058.9,73392.42,243,331.1,15.68,2020-08-20,95,NA
11204,Bensonhurst/Mapleton,Brooklyn,2239,2822.66,79322.45,145,182.8,15.77,2020-08-20,95,NA
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,820,1863.08,44013.21,50,113.6,8.8,2020-08-20,95,NA
11206,Williamsburg (South),Brooklyn,1810,2117.04,85496.61,153,178.95,9.74,2020-08-20,95,NA
11207,Cypress Hills/East New York,Brooklyn,2377,2666.09,89156.75,216,242.27,13.61,2020-08-20,95,NA
11208,Cypress Hills/East New York,Brooklyn,2689,2812.54,95607.69,250,261.49,15.28,2020-08-20,95,NA
11209,Bay Ridge/Fort Hamilton,Brooklyn,1293,1927.52,67081.12,117,174.42,9.24,2020-08-20,95,NA
11210,Flatlands/Midwood,Brooklyn,1863,2776.9,67089.29,150,223.58,15.03,2020-08-20,95,NA
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2335,2344.5,99594.67,138,138.56,9.31,2020-08-20,95,NA
11212,Ocean Hill-Brownsville,Brooklyn,2112,2653.6,79589.99,235,295.26,14.72,2020-08-20,95,NA
11213,Crown Heights (East),Brooklyn,1568,2433.8,64425.94,149,231.27,12.06,2020-08-20,95,NA
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1752,1877.14,93333.46,184,197.14,11.61,2020-08-20,95,NA
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,696,995.25,69932.3,46,65.78,4.42,2020-08-20,95,NA
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,857,1543.1,55537.72,76,136.84,6.89,2020-08-20,95,NA
11217,Boerum Hill/Park Slope,Brooklyn,696,1465.98,47476.67,86,181.14,6.32,2020-08-20,95,NA
11218,Kensington/Windsor Terrace,Brooklyn,1914,2524.85,75806.47,137,180.72,12.4,2020-08-20,95,NA
11219,Borough Park,Brooklyn,3284,3536.58,92858.07,236,254.15,16.69,2020-08-20,95,NA
11220,Sunset Park,Brooklyn,1952,1982.73,98450,167,169.63,11.85,2020-08-20,95,NA
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1555,1903.95,81672.44,148,181.21,9.33,2020-08-20,95,NA
11222,Greenpoint,Brooklyn,538,1480.09,36349.16,34,93.54,5.23,2020-08-20,95,NA
11223,Gravesend/Homecrest,Brooklyn,1906,2383.78,79957.11,144,180.1,13.76,2020-08-20,95,NA
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1339,3009.84,44487.34,214,481.04,14.38,2020-08-20,95,NA
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1273,2205.8,57711.49,140,242.59,10.41,2020-08-20,95,NA
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2558,2582.24,99061.32,301,303.85,12.86,2020-08-20,95,NA
11228,Bath Beach/Dyker Heights,Brooklyn,769,1739.23,44215.08,82,185.46,10.84,2020-08-20,95,NA
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1954,2301.28,84909.16,151,177.84,13.83,2020-08-20,95,NA
11230,Midwood,Brooklyn,2584,2897.97,89165.77,228,255.7,13.52,2020-08-20,95,NA
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,471,1273.16,36994.7,34,91.91,5.39,2020-08-20,95,NA
11232,Sunset Park,Brooklyn,637,2253.19,28271.09,42,148.56,11.2,2020-08-20,95,NA
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1430,1982.1,72145.54,136,188.51,11.68,2020-08-20,95,NA
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2444,2564.4,95304.8,195,204.61,14.46,2020-08-20,95,NA
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2291,2880.31,79540.14,300,377.17,14.77,2020-08-20,95,NA
11236,Canarsie,Brooklyn,2988,3085.28,96846.99,299,308.73,16.71,2020-08-20,95,NA
11237,Bushwick/East Williamsburg,Brooklyn,1124,2217.15,50695.72,114,224.87,10.29,2020-08-20,95,NA
11238,Clinton Hill/Prospect Heights,Brooklyn,895,1656.92,54015.79,105,194.39,6.14,2020-08-20,95,NA
11239,East New York,Brooklyn,571,4599.88,12413.37,89,716.97,16.88,2020-08-20,95,NA
11354,Flushing/Murray Hill,Queens,1400,2521.69,55518.32,299,538.56,10.85,2020-08-20,95,NA
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1565,1955.91,80013.97,169,211.21,10.79,2020-08-20,95,NA
11356,College Point,Queens,640,2744.1,23322.74,42,180.08,14.17,2020-08-20,95,NA
11357,Whitestone,Queens,909,2273.89,39975.56,105,262.66,11.74,2020-08-20,95,NA
11358,Auburndale/Murray Hill,Queens,634,1783.83,35541.5,43,120.99,9.02,2020-08-20,95,NA
11360,Bayside (North),Queens,340,1802.45,18863.17,27,143.14,8.91,2020-08-20,95,NA
11361,Bayside (North)/Bayside (South),Queens,495,1769.63,27971.99,58,207.35,9.38,2020-08-20,95,NA
11362,Douglaston-Little Neck,Queens,353,1990.08,17738.01,36,202.95,10.46,2020-08-20,95,NA
11363,Douglaston-Little Neck,Queens,110,1536.52,7159.03,5,69.84,8.44,2020-08-20,95,NA
11364,Bayside (South)/Oakland Gardens,Queens,509,1472.69,34562.6,35,101.27,8.53,2020-08-20,95,NA
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,943,2140.71,44050.79,67,152.1,11.46,2020-08-20,95,NA
11366,Fresh Meadows/Hillcrest,Queens,416,3019.44,13777.39,28,203.23,15.6,2020-08-20,95,NA
11367,Kew Gardens Hills/Pomonok,Queens,1152,2740.3,42039.24,67,159.37,13.71,2020-08-20,95,NA
11368,Corona/North Corona,Queens,5061,4535.19,111594.1,446,399.66,19.02,2020-08-20,95,NA
11369,Airport/East Elmhurst,Queens,1728,4739.15,36462.23,180,493.66,18.3,2020-08-20,95,NA
11370,Jackson Heights/Rikers Island,Queens,1429,4362.21,32758.65,64,195.37,17.96,2020-08-20,95,NA
11372,Jackson Heights,Queens,2790,4459.51,62562.88,258,412.39,16.31,2020-08-20,95,NA
11373,Elmhurst,Queens,3508,3777.09,92875.81,297,319.78,15.62,2020-08-20,95,NA
11374,Rego Park,Queens,1176,2796.83,42047.63,99,235.45,13.47,2020-08-20,95,NA
11375,Forest Hills,Queens,1578,2236.62,70552.99,181,256.54,11.3,2020-08-20,95,NA
11377,Woodside,Queens,2483,2871.56,86468.55,195,225.52,11.99,2020-08-20,95,NA
11378,Maspeth,Queens,813,2350.16,34593.45,74,213.91,11.37,2020-08-20,95,NA
11379,Middle Village,Queens,887,2450.58,36195.55,99,273.51,11.99,2020-08-20,95,NA
11385,Glendale/Ridgewood,Queens,2423,2354.03,102929.91,142,137.96,12.44,2020-08-20,95,NA
11411,Cambria Heights,Queens,727,3547.33,20494.26,50,243.97,19.22,2020-08-20,95,NA
11412,St. Albans,Queens,1326,3370.02,39346.92,92,233.82,18.08,2020-08-20,95,NA
11413,Laurelton/Rosedale,Queens,1410,3230.39,43647.97,103,235.98,18.13,2020-08-20,95,NA
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,866,3063.8,28265.56,63,222.89,16.73,2020-08-20,95,NA
11415,Kew Gardens,Queens,567,2947.87,19234.25,52,270.35,13.41,2020-08-20,95,NA
11416,Ozone Park,Queens,780,2930.74,26614.42,55,206.65,16.56,2020-08-20,95,NA
11417,Ozone Park,Queens,951,3041.19,31270.63,47,150.3,15.47,2020-08-20,95,NA
11418,Richmond Hill,Queens,1202,3154.43,38105.16,107,280.8,16.94,2020-08-20,95,NA
11419,Richmond Hill/South Ozone Park,Queens,1308,2572.33,50848.81,98,192.73,17.4,2020-08-20,95,NA
11420,South Ozone Park,Queens,1475,3046.53,48415.71,107,221,18.36,2020-08-20,95,NA
11421,Woodhaven,Queens,1303,3086.98,42209.49,103,244.02,16.9,2020-08-20,95,NA
11422,Rosedale,Queens,1071,3176,33721.62,67,198.69,17.82,2020-08-20,95,NA
11423,Hollis/Holliswood,Queens,1159,3617.22,32041.14,105,327.7,17.75,2020-08-20,95,NA
11426,Bellerose,Queens,531,2607.63,20363.28,34,166.97,15.45,2020-08-20,95,NA
11427,Bellerose/Hollis Hills/Holliswood,Queens,837,3605.83,23212.38,51,219.71,16.63,2020-08-20,95,NA
11428,Queens Village,Queens,713,3689.05,19327.45,54,279.4,19.09,2020-08-20,95,NA
11429,Queens Village,Queens,1027,3663.1,28036.33,75,267.51,17.72,2020-08-20,95,NA
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1998,3161.62,63195.4,254,401.93,17.25,2020-08-20,95,NA
11433,Jamaica,Queens,1036,2874.92,36035.76,79,219.23,15.88,2020-08-20,95,NA
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2243,3321.19,67536.11,197,291.7,17.59,2020-08-20,95,NA
11435,Briarwood/Jamaica,Queens,1759,3050.44,57663.84,150,260.13,16.75,2020-08-20,95,NA
11436,South Jamaica/South Ozone Park,Queens,581,2792.27,20807.42,46,221.07,17.17,2020-08-20,95,NA
11691,Edgemere/Far Rockaway,Queens,2639,4075.11,64759.02,374,577.53,16.23,2020-08-20,95,NA
11692,Arverne/Edgemere,Queens,696,3459.2,20120.24,93,462.22,14.6,2020-08-20,95,NA
11693,Arverne/Broad Channel,Queens,349,2818.77,12381.27,29,234.22,15.44,2020-08-20,95,NA
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,779,3826.92,20355.78,90,442.13,16.09,2020-08-20,95,NA
11697,Breezy Point,Queens,114,3223.35,3536.69,4,113.1,7.79,2020-08-20,95,NA
10001,Chelsea/NoMad/West Chelsea,Manhattan,438,1858.84,23563.03,26,110.34,7.25,2020-08-21,96,NA
10002,Chinatown/Lower East Side,Manhattan,1316,1714.54,76755.41,161,209.76,8.45,2020-08-21,96,NA
10003,East Village/Gramercy/Greenwich Village,Manhattan,532,988.82,53801.62,35,65.05,4.11,2020-08-21,96,NA
10004,Financial District,Manhattan,40,1095.71,3650.61,1,27.39,5.43,2020-08-21,96,NA
10005,Financial District,Manhattan,94,1119.57,8396.11,2,23.82,4.96,2020-08-21,96,NA
10006,Financial District,Manhattan,39,1127.89,3457.77,0,0,5.06,2020-08-21,96,NA
10007,TriBeCa,Manhattan,72,872.76,8249.73,3,36.36,3.98,2020-08-21,96,NA
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,830,1412.81,58747.99,69,117.45,5.94,2020-08-21,96,NA
10010,Flatiron/Gramercy/Kips Bay,Manhattan,331,1022.49,32371.86,19,58.69,3.93,2020-08-21,96,NA
10011,Chelsea,Manhattan,619,1250.49,49500.52,44,88.89,4.99,2020-08-21,96,NA
10012,Greenwich Village/SoHo,Manhattan,217,904.88,23981.2,9,37.53,3.94,2020-08-21,96,NA
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,325,1119.49,29031.09,21,72.34,4.37,2020-08-21,96,NA
10014,Hudson Square/Meatpacking District/West Village,Manhattan,374,1204.77,31043.16,29,93.42,4.52,2020-08-21,96,NA
10016,Kips Bay/Murray Hill/NoMad,Manhattan,831,1582.12,52524.35,50,95.19,6.15,2020-08-21,96,NA
10017,East Midtown/Murray Hill,Manhattan,165,1023.12,16127.22,8,49.61,4.34,2020-08-21,96,NA
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,218,2287.17,9531.44,5,52.46,10.24,2020-08-21,96,NA
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,695,1710.5,40631.45,42,103.37,5.96,2020-08-21,96,NA
10021,Lenox Hill/Upper East Side,Manhattan,631,1428.39,44175.61,65,147.14,5.43,2020-08-21,96,NA
10022,East Midtown,Manhattan,395,1302.13,30334.8,32,105.49,5.25,2020-08-21,96,NA
10023,Lincoln Square,Manhattan,651,1080.05,60274.81,54,89.59,4.73,2020-08-21,96,NA
10024,Upper West Side,Manhattan,829,1445.82,57337.68,75,130.8,5.61,2020-08-21,96,NA
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1528,1654.87,92333.47,178,192.78,6.13,2020-08-21,96,NA
10026,Central Harlem (South),Manhattan,748,1917.06,39018.03,47,120.46,9.04,2020-08-21,96,NA
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1175,1846.58,63631.04,113,177.59,8.53,2020-08-21,96,NA
10028,Upper East Side/Yorkville,Manhattan,543,1104.67,49155.08,34,69.17,5.08,2020-08-21,96,NA
10029,East Harlem,Manhattan,2021,2563.37,78841.52,213,270.16,10.76,2020-08-21,96,NA
10030,Central Harlem (North),Manhattan,566,1930.3,29321.91,56,190.98,9.7,2020-08-21,96,NA
10031,Hamilton Heights/West Harlem,Manhattan,1514,2500.13,60556.93,133,219.63,11,2020-08-21,96,NA
10032,Washington Heights (South),Manhattan,1744,2836.12,61492.57,175,284.59,12.31,2020-08-21,96,NA
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1518,2563.74,59210.43,121,204.36,11.64,2020-08-21,96,NA
10034,Inwood/Washington Heights (North),Manhattan,864,2005.87,43073.65,71,164.83,9.76,2020-08-21,96,NA
10035,East Harlem,Manhattan,1125,3267.82,34426.65,136,395.04,12.39,2020-08-21,96,NA
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,513,1957.17,26211.25,40,152.61,6.81,2020-08-21,96,NA
10037,Central Harlem (North)/East Harlem,Manhattan,576,2789.4,20649.62,63,305.09,11.26,2020-08-21,96,NA
10038,Chinatown/Financial District,Manhattan,291,1319.85,22047.96,28,127,6.21,2020-08-21,96,NA
10039,Central Harlem (North)/Washington Heights (South),Manhattan,609,2301.8,26457.52,66,249.46,11.29,2020-08-21,96,NA
10040,Washington Heights (North),Manhattan,1278,2852.15,44808.28,119,265.58,11.9,2020-08-21,96,NA
10044,Roosevelt Island,Manhattan,258,2205.07,11700.29,36,307.68,9.79,2020-08-21,96,NA
10065,Lenox Hill/Upper East Side,Manhattan,358,1231.87,29061.49,28,96.35,4.52,2020-08-21,96,NA
10069,Lincoln Square,Manhattan,69,1088.65,6338.13,2,31.56,4.49,2020-08-21,96,NA
10075,Lenox Hill/Upper East Side,Manhattan,445,1882.87,23634.14,45,190.4,6.72,2020-08-21,96,NA
10128,Upper East Side/Yorkville,Manhattan,714,1163.78,61351.93,41,66.83,4.84,2020-08-21,96,NA
10280,Battery Park City,Manhattan,64,665.37,9618.7,0,0,4.01,2020-08-21,96,NA
10282,Battery Park City,Manhattan,84,1523,5515.44,15,271.96,8.33,2020-08-21,96,NA
10301,Silver Lake/St. George,Staten Island,1310,3306.95,39613.55,107,270.11,14.24,2020-08-21,96,NA
10302,Elm Park,Staten Island,686,3653.99,18773.99,32,170.45,17.95,2020-08-21,96,NA
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,944,3598.71,26231.66,47,179.17,16.09,2020-08-21,96,NA
10304,New Dorp/Todt Hill,Staten Island,1521,3583.15,42448.71,183,431.11,15.2,2020-08-21,96,NA
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1368,3214.21,42560.99,80,187.97,15.29,2020-08-21,96,NA
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1576,2935.61,53685.66,82,152.74,13.16,2020-08-21,96,NA
10307,Tottenville,Staten Island,416,2734.22,15214.56,15,98.59,14.49,2020-08-21,96,NA
10308,Great Kills,Staten Island,702,2368.79,29635.33,28,94.48,12.77,2020-08-21,96,NA
10309,Charleston/Prince's Bay/Woodrow,Staten Island,914,2769.28,33004.98,31,93.93,13.54,2020-08-21,96,NA
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,759,3179.6,23870.96,33,138.24,14.04,2020-08-21,96,NA
10312,Annadale/Rossville,Staten Island,1666,2762.65,60304.33,59,97.84,13.67,2020-08-21,96,NA
10314,Bloomfield/Freshkills Park,Staten Island,2891,3182.72,90834.29,201,221.28,14.55,2020-08-21,96,NA
10451,Concourse/Melrose,Bronx,1737,3640.08,47718.77,152,318.53,14.48,2020-08-21,96,NA
10452,Concourse/Highbridge,Bronx,2733,3547.74,77035.04,175,227.17,15.23,2020-08-21,96,NA
10453,Morris Heights/Mount Hope/University Heights,Bronx,2702,3328.24,81184.04,165,203.24,15.97,2020-08-21,96,NA
10454,Mott Haven/Port Morris,Bronx,1278,3343.5,38223.41,105,274.7,15,2020-08-21,96,NA
10455,Mott Haven,Bronx,1461,3464.19,42174.38,111,263.19,15.18,2020-08-21,96,NA
10456,Claremont/Morrisania,Bronx,2835,3033.97,93441.91,291,311.42,14.36,2020-08-21,96,NA
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2474,3312.58,74685.06,187,250.38,14.72,2020-08-21,96,NA
10458,Belmont/Fordham University/Kingsbridge,Bronx,2412,2878.02,83807.74,126,150.34,15,2020-08-21,96,NA
10459,Charlotte Gardens/Hunts Point,Bronx,1664,3441.25,48354.56,166,343.3,14.76,2020-08-21,96,NA
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1884,3136.17,60073.25,127,211.41,15.19,2020-08-21,96,NA
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1971,3983.46,49479.56,141,284.97,15.4,2020-08-21,96,NA
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2497,3228.92,77332.41,183,236.64,14.54,2020-08-21,96,NA
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2252,3159.05,71287.33,216,303,12.72,2020-08-21,96,NA
10464,City Island,Bronx,135,3101.2,4353.16,9,206.75,12.59,2020-08-21,96,NA
10465,Country Club/Throgs Neck,Bronx,1593,3702.03,43030.43,87,202.18,15.1,2020-08-21,96,NA
10466,Edenwald/Wakefield,Bronx,2609,3615.24,72166.65,169,234.18,17.23,2020-08-21,96,NA
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3811,3781.35,100784.05,324,321.48,15.84,2020-08-21,96,NA
10468,Fordham/Kingsbridge/University Heights,Bronx,3113,4059.67,76681.12,221,288.21,15.88,2020-08-21,96,NA
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3241,4532.34,71508.25,364,509.03,17.66,2020-08-21,96,NA
10470,Wakefield/Woodlawn,Bronx,490,3474.25,14103.75,20,141.81,16.01,2020-08-21,96,NA
10471,Fieldston/North Riverdale/Riverdale,Bronx,860,4047.58,21247.28,86,404.76,12.63,2020-08-21,96,NA
10472,Soundview,Bronx,2214,3260.01,67913.94,189,278.29,17.16,2020-08-21,96,NA
10473,Castle Hill/Clason Point/Soundview,Bronx,2160,3488.07,61925.28,138,222.85,15.62,2020-08-21,96,NA
10474,Hunts Point,Bronx,353,2838.06,12438.07,21,168.84,14.53,2020-08-21,96,NA
10475,Co-op City/Edenwald,Bronx,1861,4254.37,43743.21,176,402.35,16.68,2020-08-21,96,NA
11004,Bellerose/Douglaston-Little Neck,Queens,633,3374.46,18758.55,68,362.5,12.41,2020-08-21,96,NA
11101,Astoria (South)/Long Island City/Sunnyside,Queens,728,2067.94,35204.11,40,113.62,7.17,2020-08-21,96,NA
11102,Astoria (North),Queens,714,2187.97,32632.92,80,245.15,9.2,2020-08-21,96,NA
11103,Astoria (North)/Astoria (South),Queens,659,1801.25,36585.65,54,147.6,7.71,2020-08-21,96,NA
