GROUP,boro,count,rate,date,day
35-44,1,11982,3347.06,2020-11-19,186
45-54,1,11937,4041.43,2020-11-19,186
5-12,1,1749,694.12,2020-11-19,186
55-64,1,12988,4545.47,2020-11-19,186
65-74,1,9599,4565.67,2020-11-19,186
75+,1,8171,5183.3,2020-11-19,186
0-4,2,605,603.8,2020-11-19,186
13-17,2,1171,1271.3,2020-11-19,186
18-24,2,3809,2733.53,2020-11-19,186
25-34,2,9772,4297.59,2020-11-19,186
35-44,2,9311,5190.25,2020-11-19,186
45-54,2,10437,6006.39,2020-11-19,186
5-12,2,1150,743.32,2020-11-19,186
55-64,2,10361,6374.63,2020-11-19,186
65-74,2,6301,6017.97,2020-11-19,186
75+,2,5509,6553.42,2020-11-19,186
0-4,3,267,350.65,2020-11-19,186
13-17,3,563,1006.88,2020-11-19,186
18-24,3,2572,1765.89,2020-11-19,186
25-34,3,7535,2082.19,2020-11-19,186
35-44,3,5523,2358.67,2020-11-19,186
45-54,3,5312,2715.98,2020-11-19,186
5-12,3,476,479.85,2020-11-19,186
55-64,3,5661,3075.64,2020-11-19,186
65-74,3,4226,2830.33,2020-11-19,186
75+,3,4751,3746.55,2020-11-19,186
0-4,4,590,430.36,2020-11-19,186
13-17,4,1523,1326.75,2020-11-19,186
18-24,4,5202,3021.29,2020-11-19,186
25-34,4,13500,3753.37,2020-11-19,186
35-44,4,13363,4364.21,2020-11-19,186
45-54,4,14627,4888.69,2020-11-19,186
5-12,4,1248,637,2020-11-19,186
55-64,4,14565,4847.44,2020-11-19,186
65-74,4,8632,4152.42,2020-11-19,186
75+,4,7707,4803.25,2020-11-19,186
0-4,5,168,614.17,2020-11-19,186
13-17,5,475,1590.44,2020-11-19,186
18-24,5,1685,4247.32,2020-11-19,186
25-34,5,3285,5075.79,2020-11-19,186
35-44,5,2986,5046.14,2020-11-19,186
45-54,5,3383,5271.77,2020-11-19,186
5-12,5,376,821.77,2020-11-19,186
55-64,5,3304,4996.22,2020-11-19,186
65-74,5,1755,3761.33,2020-11-19,186
75+,5,1564,4791.37,2020-11-19,186
0-4,1,880,481.07,2020-11-20,187
13-17,1,2131,1520.39,2020-11-20,187
18-24,1,6037,2904.81,2020-11-20,187
25-34,1,13452,2861.88,2020-11-20,187
35-44,1,12043,3364.1,2020-11-20,187
45-54,1,11993,4060.39,2020-11-20,187
5-12,1,1777,705.23,2020-11-20,187
55-64,1,13041,4564.02,2020-11-20,187
65-74,1,9627,4578.99,2020-11-20,187
75+,1,8186,5192.81,2020-11-20,187
0-4,2,613,611.78,2020-11-20,187
13-17,2,1181,1282.15,2020-11-20,187
18-24,2,3836,2752.91,2020-11-20,187
25-34,2,9829,4322.66,2020-11-20,187
35-44,2,9354,5214.22,2020-11-20,187
45-54,2,10477,6029.41,2020-11-20,187
5-12,2,1165,753.02,2020-11-20,187
55-64,2,10389,6391.85,2020-11-20,187
65-74,2,6325,6040.9,2020-11-20,187
75+,2,5518,6564.12,2020-11-20,187
0-4,3,274,359.84,2020-11-20,187
13-17,3,567,1014.04,2020-11-20,187
18-24,3,2613,1794.04,2020-11-20,187
25-34,3,7587,2096.56,2020-11-20,187
35-44,3,5553,2371.49,2020-11-20,187
45-54,3,5340,2730.3,2020-11-20,187
5-12,3,487,490.93,2020-11-20,187
55-64,3,5680,3085.97,2020-11-20,187
65-74,3,4242,2841.05,2020-11-20,187
75+,3,4771,3762.32,2020-11-20,187
0-4,4,599,436.92,2020-11-20,187
13-17,4,1533,1335.46,2020-11-20,187
18-24,4,5260,3054.97,2020-11-20,187
25-34,4,13573,3773.66,2020-11-20,187
35-44,4,13452,4393.28,2020-11-20,187
45-54,4,14679,4906.07,2020-11-20,187
5-12,4,1268,647.21,2020-11-20,187
55-64,4,14614,4863.75,2020-11-20,187
65-74,4,8665,4168.29,2020-11-20,187
75+,4,7728,4816.33,2020-11-20,187
0-4,5,175,639.76,2020-11-20,187
13-17,5,483,1617.22,2020-11-20,187
18-24,5,1707,4302.78,2020-11-20,187
25-34,5,3309,5112.87,2020-11-20,187
35-44,5,3015,5095.14,2020-11-20,187
45-54,5,3403,5302.94,2020-11-20,187
5-12,5,384,839.25,2020-11-20,187
55-64,5,3316,5014.37,2020-11-20,187
65-74,5,1760,3772.05,2020-11-20,187
75+,5,1566,4797.5,2020-11-20,187
0-4,1,899,491.46,2020-11-21,188
13-17,1,2153,1536.08,2020-11-21,188
18-24,1,6096,2933.2,2020-11-21,188
25-34,1,13537,2879.96,2020-11-21,188
35-44,1,12110,3382.81,2020-11-21,188
45-54,1,12039,4075.96,2020-11-21,188
5-12,1,1803,715.55,2020-11-21,188
55-64,1,13092,4581.87,2020-11-21,188
65-74,1,9650,4589.93,2020-11-21,188
75+,1,8202,5202.96,2020-11-21,188
0-4,2,618,616.77,2020-11-21,188
13-17,2,1201,1303.87,2020-11-21,188
18-24,2,3873,2779.46,2020-11-21,188
25-34,2,9897,4352.57,2020-11-21,188
35-44,2,9407,5243.77,2020-11-21,188
45-54,2,10527,6058.18,2020-11-21,188
5-12,2,1185,765.94,2020-11-21,188
55-64,2,10430,6417.08,2020-11-21,188
65-74,2,6348,6062.86,2020-11-21,188
75+,2,5531,6579.59,2020-11-21,188
0-4,3,283,371.66,2020-11-21,188
13-17,3,572,1022.98,2020-11-21,188
18-24,3,2649,1818.75,2020-11-21,188
25-34,3,7665,2118.11,2020-11-21,188
35-44,3,5582,2383.87,2020-11-21,188
45-54,3,5366,2743.59,2020-11-21,188
5-12,3,509,513.11,2020-11-21,188
55-64,3,5708,3101.18,2020-11-21,188
65-74,3,4264,2855.78,2020-11-21,188
75+,3,4782,3771,2020-11-21,188
0-4,4,604,440.57,2020-11-21,188
13-17,4,1549,1349.4,2020-11-21,188
18-24,4,5306,3081.69,2020-11-21,188
25-34,4,13666,3799.52,2020-11-21,188
35-44,4,13507,4411.24,2020-11-21,188
45-54,4,14733,4924.11,2020-11-21,188
5-12,4,1284,655.37,2020-11-21,188
55-64,4,14653,4876.73,2020-11-21,188
65-74,4,8694,4182.24,2020-11-21,188
75+,4,7744,4826.31,2020-11-21,188
0-4,5,180,658.04,2020-11-21,188
13-17,5,492,1647.36,2020-11-21,188
18-24,5,1736,4375.88,2020-11-21,188
25-34,5,3331,5146.87,2020-11-21,188
35-44,5,3059,5169.5,2020-11-21,188
45-54,5,3423,5334.1,2020-11-21,188
5-12,5,399,872.04,2020-11-21,188
55-64,5,3340,5050.66,2020-11-21,188
65-74,5,1771,3795.62,2020-11-21,188
75+,5,1573,4818.94,2020-11-21,188
0-4,1,913,499.11,2020-11-22,189
13-17,1,2168,1546.78,2020-11-22,189
18-24,1,6140,2954.37,2020-11-22,189
25-34,1,13631,2899.96,2020-11-22,189
35-44,1,12170,3399.57,2020-11-22,189
45-54,1,12089,4092.89,2020-11-22,189
5-12,1,1830,726.26,2020-11-22,189
55-64,1,13137,4597.62,2020-11-22,189
65-74,1,9679,4603.72,2020-11-22,189
75+,1,8215,5211.21,2020-11-22,189
0-4,2,626,624.76,2020-11-22,189
13-17,2,1211,1314.72,2020-11-22,189
18-24,2,3905,2802.43,2020-11-22,189
25-34,2,9943,4372.8,2020-11-22,189
35-44,2,9446,5265.5,2020-11-22,189
45-54,2,10572,6084.08,2020-11-22,189
5-12,2,1193,771.12,2020-11-22,189
55-64,2,10460,6435.54,2020-11-22,189
65-74,2,6359,6073.37,2020-11-22,189
75+,2,5536,6585.54,2020-11-22,189
0-4,3,293,384.8,2020-11-22,189
13-17,3,576,1030.13,2020-11-22,189
18-24,3,2688,1845.53,2020-11-22,189
25-34,3,7743,2139.67,2020-11-22,189
35-44,3,5619,2399.67,2020-11-22,189
45-54,3,5387,2754.33,2020-11-22,189
5-12,3,513,517.14,2020-11-22,189
55-64,3,5736,3116.39,2020-11-22,189
65-74,3,4278,2865.16,2020-11-22,189
75+,3,4790,3777.3,2020-11-22,189
0-4,4,612,446.41,2020-11-22,189
13-17,4,1563,1361.59,2020-11-22,189
18-24,4,5335,3098.53,2020-11-22,189
25-34,4,13741,3820.37,2020-11-22,189
35-44,4,13578,4434.43,2020-11-22,189
45-54,4,14795,4944.84,2020-11-22,189
5-12,4,1303,665.07,2020-11-22,189
55-64,4,14707,4894.7,2020-11-22,189
65-74,4,8719,4194.27,2020-11-22,189
75+,4,7757,4834.41,2020-11-22,189
0-4,5,179,654.38,2020-11-22,189
13-17,5,504,1687.54,2020-11-22,189
18-24,5,1750,4411.17,2020-11-22,189
25-34,5,3361,5193.22,2020-11-22,189
35-44,5,3083,5210.06,2020-11-22,189
45-54,5,3451,5377.73,2020-11-22,189
5-12,5,402,878.59,2020-11-22,189
55-64,5,3369,5094.51,2020-11-22,189
65-74,5,1782,3819.2,2020-11-22,189
75+,5,1582,4846.52,2020-11-22,189
0-4,1,926,506.22,2020-11-23,190
13-17,1,2179,1554.63,2020-11-23,190
18-24,1,6195,2980.83,2020-11-23,190
25-34,1,13729,2920.81,2020-11-23,190
35-44,1,12238,3418.57,2020-11-23,190
45-54,1,12134,4108.12,2020-11-23,190
5-12,1,1850,734.2,2020-11-23,190
55-64,1,13187,4615.12,2020-11-23,190
65-74,1,9712,4619.42,2020-11-23,190
75+,1,8235,5223.89,2020-11-23,190
0-4,2,632,630.74,2020-11-23,190
13-17,2,1222,1326.67,2020-11-23,190
18-24,2,3955,2838.31,2020-11-23,190
25-34,2,10004,4399.63,2020-11-23,190
35-44,2,9486,5287.8,2020-11-23,190
45-54,2,10616,6109.4,2020-11-23,190
5-12,2,1208,780.81,2020-11-23,190
55-64,2,10493,6455.84,2020-11-23,190
65-74,2,6379,6092.47,2020-11-23,190
75+,2,5548,6599.81,2020-11-23,190
0-4,3,301,395.3,2020-11-23,190
13-17,3,580,1037.29,2020-11-23,190
18-24,3,2746,1885.35,2020-11-23,190
25-34,3,7819,2160.67,2020-11-23,190
35-44,3,5662,2418.04,2020-11-23,190
45-54,3,5426,2774.27,2020-11-23,190
5-12,3,524,528.23,2020-11-23,190
55-64,3,5777,3138.67,2020-11-23,190
65-74,3,4293,2875.21,2020-11-23,190
75+,3,4800,3785.19,2020-11-23,190
0-4,4,623,454.43,2020-11-23,190
13-17,4,1576,1372.92,2020-11-23,190
18-24,4,5377,3122.93,2020-11-23,190
25-34,4,13820,3842.34,2020-11-23,190
35-44,4,13656,4459.9,2020-11-23,190
45-54,4,14858,4965.89,2020-11-23,190
5-12,4,1328,677.83,2020-11-23,190
55-64,4,14757,4911.34,2020-11-23,190
65-74,4,8763,4215.43,2020-11-23,190
75+,4,7772,4843.76,2020-11-23,190
0-4,5,190,694.6,2020-11-23,190
13-17,5,509,1704.28,2020-11-23,190
18-24,5,1771,4464.1,2020-11-23,190
25-34,5,3384,5228.76,2020-11-23,190
35-44,5,3118,5269.21,2020-11-23,190
45-54,5,3494,5444.74,2020-11-23,190
5-12,5,416,909.19,2020-11-23,190
55-64,5,3399,5139.88,2020-11-23,190
65-74,5,1792,3840.63,2020-11-23,190
75+,5,1603,4910.85,2020-11-23,190
0-4,1,936,511.68,2020-11-24,191
13-17,1,2206,1573.9,2020-11-24,191
18-24,1,6244,3004.41,2020-11-24,191
25-34,1,13811,2938.25,2020-11-24,191
35-44,1,12302,3436.45,2020-11-24,191
45-54,1,12177,4122.68,2020-11-24,191
5-12,1,1862,738.96,2020-11-24,191
55-64,1,13236,4632.26,2020-11-24,191
65-74,1,9739,4632.26,2020-11-24,191
75+,1,8249,5232.78,2020-11-24,191
0-4,2,641,639.73,2020-11-24,191
13-17,2,1230,1335.35,2020-11-24,191
18-24,2,3986,2860.56,2020-11-24,191
25-34,2,10048,4418.98,2020-11-24,191
35-44,2,9519,5306.2,2020-11-24,191
45-54,2,10647,6127.24,2020-11-24,191
5-12,2,1223,790.51,2020-11-24,191
55-64,2,10519,6471.84,2020-11-24,191
65-74,2,6396,6108.71,2020-11-24,191
75+,2,5564,6618.85,2020-11-24,191
0-4,3,304,399.24,2020-11-24,191
13-17,3,586,1048.02,2020-11-24,191
18-24,3,2771,1902.52,2020-11-24,191
25-34,3,7913,2186.64,2020-11-24,191
35-44,3,5686,2428.29,2020-11-24,191
45-54,3,5457,2790.12,2020-11-24,191
5-12,3,532,536.3,2020-11-24,191
55-64,3,5795,3148.45,2020-11-24,191
65-74,3,4309,2885.92,2020-11-24,191
75+,3,4807,3790.71,2020-11-24,191
0-4,4,634,462.45,2020-11-24,191
13-17,4,1591,1385.98,2020-11-24,191
18-24,4,5420,3147.9,2020-11-24,191
25-34,4,13897,3863.74,2020-11-24,191
35-44,4,13713,4478.52,2020-11-24,191
45-54,4,14919,4986.28,2020-11-24,191
5-12,4,1340,683.96,2020-11-24,191
55-64,4,14803,4926.65,2020-11-24,191
65-74,4,8780,4223.61,2020-11-24,191
75+,4,7785,4851.86,2020-11-24,191
0-4,5,194,709.22,2020-11-24,191
13-17,5,519,1737.76,2020-11-24,191
18-24,5,1784,4496.87,2020-11-24,191
25-34,5,3420,5284.38,2020-11-24,191
35-44,5,3145,5314.83,2020-11-24,191
45-54,5,3509,5468.12,2020-11-24,191
5-12,5,429,937.6,2020-11-24,191
55-64,5,3417,5167.1,2020-11-24,191
65-74,5,1809,3877.07,2020-11-24,191
75+,5,1614,4944.55,2020-11-24,191
0-4,1,943,515.51,2020-11-25,192
13-17,1,2223,1586.02,2020-11-25,192
18-24,1,6277,3020.29,2020-11-25,192
25-34,1,13907,2958.68,2020-11-25,192
35-44,1,12372,3456,2020-11-25,192
45-54,1,12212,4134.53,2020-11-25,192
5-12,1,1882,746.9,2020-11-25,192
55-64,1,13270,4644.16,2020-11-25,192
65-74,1,9767,4645.58,2020-11-25,192
75+,1,8266,5243.56,2020-11-25,192
0-4,2,648,646.71,2020-11-25,192
13-17,2,1238,1344.04,2020-11-25,192
18-24,2,4003,2872.76,2020-11-25,192
25-34,2,10100,4441.84,2020-11-25,192
35-44,2,9573,5336.3,2020-11-25,192
45-54,2,10681,6146.81,2020-11-25,192
5-12,2,1234,797.62,2020-11-25,192
55-64,2,10556,6494.6,2020-11-25,192
65-74,2,6413,6124.94,2020-11-25,192
75+,2,5574,6630.74,2020-11-25,192
0-4,3,309,405.81,2020-11-25,192
13-17,3,593,1060.54,2020-11-25,192
18-24,3,2803,1924.49,2020-11-25,192
25-34,3,7969,2202.12,2020-11-25,192
35-44,3,5720,2442.81,2020-11-25,192
45-54,3,5482,2802.9,2020-11-25,192
5-12,3,540,544.36,2020-11-25,192
55-64,3,5821,3162.57,2020-11-25,192
65-74,3,4319,2892.62,2020-11-25,192
75+,3,4809,3792.29,2020-11-25,192
0-4,4,641,467.56,2020-11-25,192
13-17,4,1605,1398.18,2020-11-25,192
18-24,4,5438,3158.36,2020-11-25,192
25-34,4,13962,3881.82,2020-11-25,192
35-44,4,13775,4498.77,2020-11-25,192
45-54,4,14973,5004.33,2020-11-25,192
5-12,4,1352,690.08,2020-11-25,192
55-64,4,14850,4942.29,2020-11-25,192
65-74,4,8804,4235.16,2020-11-25,192
75+,4,7798,4859.96,2020-11-25,192
0-4,5,198,723.84,2020-11-25,192
13-17,5,529,1771.24,2020-11-25,192
18-24,5,1807,4554.84,2020-11-25,192
25-34,5,3455,5338.46,2020-11-25,192
35-44,5,3175,5365.53,2020-11-25,192
45-54,5,3534,5507.07,2020-11-25,192
5-12,5,440,961.64,2020-11-25,192
55-64,5,3439,5200.36,2020-11-25,192
65-74,5,1821,3902.78,2020-11-25,192
75+,5,1626,4981.31,2020-11-25,192
0-4,1,954,521.52,2020-11-26,193
13-17,1,2250,1605.29,2020-11-26,193
18-24,1,6330,3045.79,2020-11-26,193
25-34,1,14035,2985.91,2020-11-26,193
35-44,1,12454,3478.91,2020-11-26,193
45-54,1,12282,4158.23,2020-11-26,193
5-12,1,1909,757.61,2020-11-26,193
55-64,1,13326,4663.76,2020-11-26,193
65-74,1,9798,4660.32,2020-11-26,193
75+,1,8291,5259.42,2020-11-26,193
0-4,2,657,655.7,2020-11-26,193
13-17,2,1249,1355.98,2020-11-26,193
18-24,2,4048,2905.05,2020-11-26,193
25-34,2,10160,4468.23,2020-11-26,193
35-44,2,9636,5371.42,2020-11-26,193
45-54,2,10736,6178.46,2020-11-26,193
5-12,2,1255,811.19,2020-11-26,193
55-64,2,10612,6529.06,2020-11-26,193
65-74,2,6436,6146.91,2020-11-26,193
75+,2,5591,6650.96,2020-11-26,193
0-4,3,315,413.69,2020-11-26,193
13-17,3,598,1069.48,2020-11-26,193
18-24,3,2844,1952.64,2020-11-26,193
25-34,3,8053,2225.33,2020-11-26,193
35-44,3,5774,2465.87,2020-11-26,193
45-54,3,5520,2822.33,2020-11-26,193
5-12,3,556,560.49,2020-11-26,193
55-64,3,5857,3182.13,2020-11-26,193
65-74,3,4340,2906.68,2020-11-26,193
75+,3,4828,3807.27,2020-11-26,193
0-4,4,652,475.58,2020-11-26,193
13-17,4,1622,1412.99,2020-11-26,193
18-24,4,5495,3191.46,2020-11-26,193
25-34,4,14082,3915.18,2020-11-26,193
35-44,4,13867,4528.81,2020-11-26,193
45-54,4,15047,5029.06,2020-11-26,193
5-12,4,1377,702.84,2020-11-26,193
55-64,4,14928,4968.25,2020-11-26,193
65-74,4,8833,4249.11,2020-11-26,193
75+,4,7823,4875.54,2020-11-26,193
0-4,5,204,745.78,2020-11-26,193
13-17,5,533,1784.64,2020-11-26,193
18-24,5,1831,4615.34,2020-11-26,193
25-34,5,3504,5414.18,2020-11-26,193
35-44,5,3220,5441.58,2020-11-26,193
45-54,5,3563,5552.27,2020-11-26,193
5-12,5,452,987.87,2020-11-26,193
55-64,5,3468,5244.22,2020-11-26,193
65-74,5,1847,3958.51,2020-11-26,193
75+,5,1644,5036.46,2020-11-26,193
0-4,1,970,530.27,2020-11-27,194
13-17,1,2292,1635.25,2020-11-27,194
18-24,1,6393,3076.1,2020-11-27,194
25-34,1,14171,3014.84,2020-11-27,194
35-44,1,12553,3506.56,2020-11-27,194
45-54,1,12361,4184.98,2020-11-27,194
5-12,1,1934,767.54,2020-11-27,194
55-64,1,13389,4685.81,2020-11-27,194
65-74,1,9828,4674.59,2020-11-27,194
75+,1,8316,5275.28,2020-11-27,194
0-4,2,669,667.67,2020-11-27,194
13-17,2,1269,1377.69,2020-11-27,194
18-24,2,4076,2925.14,2020-11-27,194
25-34,2,10219,4494.18,2020-11-27,194
35-44,2,9686,5399.29,2020-11-27,194
45-54,2,10789,6208.96,2020-11-27,194
5-12,2,1269,820.24,2020-11-27,194
55-64,2,10650,6552.43,2020-11-27,194
65-74,2,6461,6170.79,2020-11-27,194
75+,2,5598,6659.29,2020-11-27,194
0-4,3,322,422.88,2020-11-27,194
13-17,3,611,1092.73,2020-11-27,194
18-24,3,2880,1977.35,2020-11-27,194
25-34,3,8155,2253.52,2020-11-27,194
35-44,3,5843,2495.33,2020-11-27,194
45-54,3,5550,2837.67,2020-11-27,194
5-12,3,568,572.59,2020-11-27,194
55-64,3,5889,3199.52,2020-11-27,194
65-74,3,4357,2918.07,2020-11-27,194
75+,3,4842,3818.31,2020-11-27,194
0-4,4,669,487.98,2020-11-27,194
13-17,4,1643,1431.28,2020-11-27,194
18-24,4,5532,3212.95,2020-11-27,194
25-34,4,14188,3944.65,2020-11-27,194
35-44,4,13965,4560.82,2020-11-27,194
45-54,4,15125,5055.13,2020-11-27,194
5-12,4,1405,717.13,2020-11-27,194
55-64,4,14984,4986.89,2020-11-27,194
65-74,4,8867,4265.46,2020-11-27,194
75+,4,7843,4888.01,2020-11-27,194
0-4,5,212,775.02,2020-11-27,194
13-17,5,543,1818.12,2020-11-27,194
18-24,5,1842,4643.07,2020-11-27,194
25-34,5,3534,5460.53,2020-11-27,194
35-44,5,3243,5480.45,2020-11-27,194
45-54,5,3586,5588.11,2020-11-27,194
5-12,5,465,1016.28,2020-11-27,194
55-64,5,3498,5289.58,2020-11-27,194
65-74,5,1864,3994.94,2020-11-27,194
75+,5,1657,5076.28,2020-11-27,194
0-4,1,984,537.92,2020-11-28,195
13-17,1,2321,1655.94,2020-11-28,195
18-24,1,6450,3103.53,2020-11-28,195
25-34,1,14288,3039.73,2020-11-28,195
35-44,1,12634,3529.19,2020-11-28,195
45-54,1,12439,4211.39,2020-11-28,195
5-12,1,1959,777.46,2020-11-28,195
55-64,1,13445,4705.41,2020-11-28,195
65-74,1,9857,4688.38,2020-11-28,195
75+,1,8340,5290.5,2020-11-28,195
0-4,2,676,674.66,2020-11-28,195
13-17,2,1283,1392.89,2020-11-28,195
18-24,2,4104,2945.24,2020-11-28,195
25-34,2,10282,4521.89,2020-11-28,195
35-44,2,9750,5434.96,2020-11-28,195
45-54,2,10843,6240.04,2020-11-28,195
5-12,2,1297,838.34,2020-11-28,195
55-64,2,10692,6578.28,2020-11-28,195
65-74,2,6483,6191.8,2020-11-28,195
75+,2,5612,6675.95,2020-11-28,195
0-4,3,326,428.14,2020-11-28,195
13-17,3,626,1119.56,2020-11-28,195
18-24,3,2908,1996.58,2020-11-28,195
25-34,3,8263,2283.36,2020-11-28,195
35-44,3,5885,2513.27,2020-11-28,195
45-54,3,5583,2854.54,2020-11-28,195
5-12,3,582,586.7,2020-11-28,195
55-64,3,5930,3221.79,2020-11-28,195
65-74,3,4375,2930.13,2020-11-28,195
75+,3,4861,3833.29,2020-11-28,195
0-4,4,686,500.38,2020-11-28,195
13-17,4,1668,1453.06,2020-11-28,195
18-24,4,5597,3250.7,2020-11-28,195
25-34,4,14280,3970.23,2020-11-28,195
35-44,4,14073,4596.09,2020-11-28,195
45-54,4,15207,5082.54,2020-11-28,195
5-12,4,1427,728.36,2020-11-28,195
55-64,4,15043,5006.52,2020-11-28,195
65-74,4,8908,4285.19,2020-11-28,195
75+,4,7866,4902.34,2020-11-28,195
0-4,5,220,804.27,2020-11-28,195
13-17,5,553,1851.6,2020-11-28,195
18-24,5,1865,4701.04,2020-11-28,195
25-34,5,3565,5508.43,2020-11-28,195
35-44,5,3275,5534.53,2020-11-28,195
45-54,5,3612,5628.62,2020-11-28,195
5-12,5,471,1029.4,2020-11-28,195
55-64,5,3525,5330.41,2020-11-28,195
65-74,5,1886,4042.09,2020-11-28,195
75+,5,1674,5128.36,2020-11-28,195
0-4,1,989,540.66,2020-11-29,196
13-17,1,2334,1665.22,2020-11-29,196
18-24,1,6489,3122.3,2020-11-29,196
25-34,1,14359,3054.84,2020-11-29,196
35-44,1,12682,3542.6,2020-11-29,196
45-54,1,12474,4223.23,2020-11-29,196
5-12,1,1984,787.38,2020-11-29,196
55-64,1,13488,4720.46,2020-11-29,196
65-74,1,9874,4696.47,2020-11-29,196
75+,1,8350,5296.85,2020-11-29,196
0-4,2,685,683.64,2020-11-29,196
13-17,2,1291,1401.58,2020-11-29,196
18-24,2,4129,2963.18,2020-11-29,196
25-34,2,10330,4543,2020-11-29,196
35-44,2,9807,5466.74,2020-11-29,196
45-54,2,10881,6261.91,2020-11-29,196
5-12,2,1308,845.45,2020-11-29,196
55-64,2,10726,6599.19,2020-11-29,196
65-74,2,6499,6207.08,2020-11-29,196
75+,2,5625,6691.41,2020-11-29,196
0-4,3,333,437.33,2020-11-29,196
13-17,3,629,1124.92,2020-11-29,196
18-24,3,2928,2010.31,2020-11-29,196
25-34,3,8335,2303.26,2020-11-29,196
35-44,3,5925,2530.35,2020-11-29,196
45-54,3,5615,2870.9,2020-11-29,196
5-12,3,593,597.79,2020-11-29,196
55-64,3,5957,3236.46,2020-11-29,196
65-74,3,4385,2936.82,2020-11-29,196
75+,3,4877,3845.91,2020-11-29,196
0-4,4,697,508.41,2020-11-29,196
13-17,4,1680,1463.52,2020-11-29,196
18-24,4,5630,3269.87,2020-11-29,196
25-34,4,14343,3987.74,2020-11-29,196
35-44,4,14113,4609.15,2020-11-29,196
45-54,4,15249,5096.57,2020-11-29,196
5-12,4,1438,733.98,2020-11-29,196
55-64,4,15084,5020.17,2020-11-29,196
65-74,4,8932,4296.73,2020-11-29,196
75+,4,7885,4914.18,2020-11-29,196
0-4,5,221,807.93,2020-11-29,196
13-17,5,564,1888.43,2020-11-29,196
18-24,5,1886,4753.98,2020-11-29,196
25-34,5,3593,5551.69,2020-11-29,196
35-44,5,3307,5588.6,2020-11-29,196
45-54,5,3638,5669.14,2020-11-29,196
5-12,5,478,1044.7,2020-11-29,196
55-64,5,3552,5371.24,2020-11-29,196
65-74,5,1901,4074.24,2020-11-29,196
75+,5,1691,5180.44,2020-11-29,196
0-4,1,1001,547.22,2020-11-30,197
13-17,1,2373,1693.04,2020-11-30,197
18-24,1,6537,3145.39,2020-11-30,197
25-34,1,14483,3081.22,2020-11-30,197
35-44,1,12782,3570.53,2020-11-30,197
45-54,1,12543,4246.6,2020-11-30,197
5-12,1,2016,800.08,2020-11-30,197
55-64,1,13537,4737.61,2020-11-30,197
65-74,1,9918,4717.4,2020-11-30,197
75+,1,8371,5310.17,2020-11-30,197
0-4,2,696,694.62,2020-11-30,197
13-17,2,1307,1418.95,2020-11-30,197
18-24,2,4165,2989.01,2020-11-30,197
25-34,2,10397,4572.46,2020-11-30,197
35-44,2,9859,5495.72,2020-11-30,197
45-54,2,10927,6288.38,2020-11-30,197
5-12,2,1323,855.14,2020-11-30,197
55-64,2,10781,6633.03,2020-11-30,197
65-74,2,6522,6229.05,2020-11-30,197
75+,2,5644,6714.01,2020-11-30,197
0-4,3,343,450.46,2020-11-30,197
13-17,3,640,1144.59,2020-11-30,197
18-24,3,2964,2035.03,2020-11-30,197
25-34,3,8425,2328.13,2020-11-30,197
35-44,3,5984,2555.55,2020-11-30,197
45-54,3,5669,2898.51,2020-11-30,197
5-12,3,612,616.94,2020-11-30,197
55-64,3,5983,3250.59,2020-11-30,197
65-74,3,4408,2952.23,2020-11-30,197
75+,3,4895,3860.11,2020-11-30,197
0-4,4,707,515.7,2020-11-30,197
13-17,4,1705,1485.29,2020-11-30,197
18-24,4,5702,3311.69,2020-11-30,197
25-34,4,14472,4023.61,2020-11-30,197
35-44,4,14213,4641.81,2020-11-30,197
45-54,4,15373,5138.02,2020-11-30,197
5-12,4,1468,749.29,2020-11-30,197
55-64,4,15153,5043.13,2020-11-30,197
65-74,4,8975,4317.42,2020-11-30,197
75+,4,7909,4929.14,2020-11-30,197
0-4,5,231,844.48,2020-11-30,197
13-17,5,574,1921.92,2020-11-30,197
18-24,5,1911,4816.99,2020-11-30,197
25-34,5,3647,5635.13,2020-11-30,197
35-44,5,3339,5642.68,2020-11-30,197
45-54,5,3663,5708.1,2020-11-30,197
5-12,5,488,1066.55,2020-11-30,197
55-64,5,3575,5406.02,2020-11-30,197
65-74,5,1926,4127.82,2020-11-30,197
75+,5,1727,5290.73,2020-11-30,197
0-4,1,1016,555.42,2020-12-01,198
13-17,1,2401,1713.02,2020-12-01,198
18-24,1,6593,3172.34,2020-12-01,198
25-34,1,14596,3105.26,2020-12-01,198
35-44,1,12872,3595.67,2020-12-01,198
45-54,1,12620,4272.67,2020-12-01,198
5-12,1,2041,810,2020-12-01,198
55-64,1,13596,4758.26,2020-12-01,198
65-74,1,9956,4735.47,2020-12-01,198
75+,1,8395,5325.39,2020-12-01,198
0-4,2,708,706.59,2020-12-01,198
13-17,2,1323,1436.32,2020-12-01,198
18-24,2,4201,3014.85,2020-12-01,198
25-34,2,10477,4607.64,2020-12-01,198
35-44,2,9914,5526.38,2020-12-01,198
45-54,2,11000,6330.39,2020-12-01,198
5-12,2,1348,871.3,2020-12-01,198
55-64,2,10857,6679.79,2020-12-01,198
65-74,2,6565,6270.12,2020-12-01,198
75+,2,5653,6724.72,2020-12-01,198
0-4,3,347,455.72,2020-12-01,198
13-17,3,656,1173.21,2020-12-01,198
18-24,3,3002,2061.12,2020-12-01,198
25-34,3,8504,2349.96,2020-12-01,198
35-44,3,6044,2581.17,2020-12-01,198
