GROUP,boro,count,rate,date,day
25-34,4,33879,9419.28,2021-03-18,305
35-44,4,31547,10302.91,2021-03-18,305
45-54,4,31997,10694.15,2021-03-18,305
5-12,4,7942,4053.72,2021-03-18,305
55-64,4,30314,10088.93,2021-03-18,305
65-74,4,17647,8489.07,2021-03-18,305
75+,4,13563,8452.89,2021-03-18,305
0-4,5,1095,4003.07,2021-03-18,305
13-17,5,2433,8146.39,2021-03-18,305
18-24,5,5500,13863.66,2021-03-18,305
25-34,5,8852,13677.59,2021-03-18,305
35-44,5,7989,13500.86,2021-03-18,305
45-54,5,8294,12924.64,2021-03-18,305
5-12,5,2608,5699.93,2021-03-18,305
55-64,5,7685,11621.05,2021-03-18,305
65-74,5,4212,9027.2,2021-03-18,305
75+,5,3254,9968.75,2021-03-18,305
0-4,1,4377,2392.77,2021-03-19,306
13-17,1,7385,5268.91,2021-03-19,306
18-24,1,17201,8276.56,2021-03-19,306
25-34,1,35816,7619.76,2021-03-19,306
35-44,1,29903,8353.12,2021-03-19,306
45-54,1,26916,9112.76,2021-03-19,306
5-12,1,9591,3806.32,2021-03-19,306
55-64,1,27085,9479.06,2021-03-19,306
65-74,1,19186,9125.63,2021-03-19,306
75+,1,15257,9678.32,2021-03-19,306
0-4,2,2834,2828.37,2021-03-19,306
13-17,2,4565,4956,2021-03-19,306
18-24,2,11360,8152.51,2021-03-19,306
25-34,2,22835,10042.53,2021-03-19,306
35-44,2,20417,11381.09,2021-03-19,306
45-54,2,21186,12192.33,2021-03-19,306
5-12,2,6236,4030.74,2021-03-19,306
55-64,2,20318,12500.69,2021-03-19,306
65-74,2,11964,11426.61,2021-03-19,306
75+,2,9170,10908.49,2021-03-19,306
0-4,3,1710,2245.74,2021-03-19,306
13-17,3,2428,4342.3,2021-03-19,306
18-24,3,9209,6322.72,2021-03-19,306
25-34,3,20325,5616.52,2021-03-19,306
35-44,3,13669,5837.54,2021-03-19,306
45-54,3,12292,6284.8,2021-03-19,306
5-12,3,3289,3315.57,2021-03-19,306
55-64,3,12310,6688.07,2021-03-19,306
65-74,3,8497,5690.81,2021-03-19,306
75+,3,8552,6743.95,2021-03-19,306
0-4,4,3641,2655.82,2021-03-19,306
13-17,4,6191,5393.23,2021-03-19,306
18-24,4,15973,9277.02,2021-03-19,306
25-34,4,33914,9429.02,2021-03-19,306
35-44,4,31582,10314.34,2021-03-19,306
45-54,4,32029,10704.84,2021-03-19,306
5-12,4,7987,4076.69,2021-03-19,306
55-64,4,30336,10096.25,2021-03-19,306
65-74,4,17663,8496.77,2021-03-19,306
75+,4,13570,8457.25,2021-03-19,306
0-4,5,1095,4003.07,2021-03-19,306
13-17,5,2435,8153.08,2021-03-19,306
18-24,5,5503,13871.22,2021-03-19,306
25-34,5,8866,13699.22,2021-03-19,306
35-44,5,8001,13521.14,2021-03-19,306
45-54,5,8304,12940.22,2021-03-19,306
5-12,5,2615,5715.23,2021-03-19,306
55-64,5,7701,11645.24,2021-03-19,306
65-74,5,4218,9040.06,2021-03-19,306
75+,5,3258,9981.01,2021-03-19,306
0-4,1,4399,2404.8,2021-03-20,307
13-17,1,7425,5297.45,2021-03-20,307
18-24,1,17269,8309.28,2021-03-20,307
25-34,1,35948,7647.84,2021-03-20,307
35-44,1,30004,8381.33,2021-03-20,307
45-54,1,27008,9143.91,2021-03-20,307
5-12,1,9645,3827.75,2021-03-20,307
55-64,1,27157,9504.26,2021-03-20,307
65-74,1,19233,9147.99,2021-03-20,307
75+,1,15290,9699.25,2021-03-20,307
0-4,2,2850,2844.34,2021-03-20,307
13-17,2,4581,4973.37,2021-03-20,307
18-24,2,11418,8194.13,2021-03-20,307
25-34,2,22897,10069.79,2021-03-20,307
35-44,2,20458,11403.95,2021-03-20,307
45-54,2,21233,12219.38,2021-03-20,307
5-12,2,6270,4052.72,2021-03-20,307
55-64,2,20363,12528.38,2021-03-20,307
65-74,2,11979,11440.93,2021-03-20,307
75+,2,9181,10921.57,2021-03-20,307
0-4,3,1719,2257.56,2021-03-20,307
13-17,3,2442,4367.34,2021-03-20,307
18-24,3,9259,6357.05,2021-03-20,307
25-34,3,20396,5636.14,2021-03-20,307
35-44,3,13707,5853.76,2021-03-20,307
45-54,3,12321,6299.63,2021-03-20,307
5-12,3,3308,3334.72,2021-03-20,307
55-64,3,12341,6704.92,2021-03-20,307
65-74,3,8524,5708.89,2021-03-20,307
75+,3,8565,6754.2,2021-03-20,307
0-4,4,3672,2678.43,2021-03-20,307
13-17,4,6224,5421.98,2021-03-20,307
18-24,4,16034,9312.45,2021-03-20,307
25-34,4,34032,9461.82,2021-03-20,307
35-44,4,31707,10355.17,2021-03-20,307
45-54,4,32130,10738.6,2021-03-20,307
5-12,4,8034,4100.68,2021-03-20,307
55-64,4,30443,10131.86,2021-03-20,307
65-74,4,17708,8518.42,2021-03-20,307
75+,4,13589,8469.09,2021-03-20,307
0-4,5,1106,4043.28,2021-03-20,307
13-17,5,2441,8173.17,2021-03-20,307
18-24,5,5519,13911.55,2021-03-20,307
25-34,5,8888,13733.22,2021-03-20,307
35-44,5,8022,13556.63,2021-03-20,307
45-54,5,8325,12972.95,2021-03-20,307
5-12,5,2629,5745.83,2021-03-20,307
55-64,5,7716,11667.93,2021-03-20,307
65-74,5,4229,9063.63,2021-03-20,307
75+,5,3267,10008.58,2021-03-20,307
0-4,1,4625,2528.34,2021-03-24,311
13-17,1,7708,5499.36,2021-03-24,311
18-24,1,17854,8590.77,2021-03-24,311
25-34,1,36940,7858.89,2021-03-24,311
35-44,1,30815,8607.88,2021-03-24,311
45-54,1,27712,9382.26,2021-03-24,311
5-12,1,10087,4003.17,2021-03-24,311
55-64,1,27792,9726.49,2021-03-24,311
65-74,1,19595,9320.17,2021-03-24,311
75+,1,15578,9881.95,2021-03-24,311
0-4,2,2966,2960.11,2021-03-24,311
13-17,2,4759,5166.62,2021-03-24,311
18-24,2,11819,8481.91,2021-03-24,311
25-34,2,23431,10304.64,2021-03-24,311
35-44,2,20901,11650.89,2021-03-24,311
45-54,2,21611,12436.91,2021-03-24,311
5-12,2,6512,4209.14,2021-03-24,311
55-64,2,20691,12730.18,2021-03-24,311
65-74,2,12143,11597.57,2021-03-24,311
75+,2,9288,11048.86,2021-03-24,311
0-4,3,1806,2371.82,2021-03-24,311
13-17,3,2534,4531.87,2021-03-24,311
18-24,3,9592,6585.69,2021-03-24,311
25-34,3,20971,5795.03,2021-03-24,311
35-44,3,14105,6023.74,2021-03-24,311
45-54,3,12615,6449.95,2021-03-24,311
5-12,3,3436,3463.76,2021-03-24,311
55-64,3,12642,6868.45,2021-03-24,311
65-74,3,8663,5801.98,2021-03-24,311
75+,3,8667,6834.63,2021-03-24,311
0-4,4,3845,2804.62,2021-03-24,311
13-17,4,6504,5665.9,2021-03-24,311
18-24,4,16574,9626.07,2021-03-24,311
25-34,4,34979,9725.11,2021-03-24,311
35-44,4,32578,10639.63,2021-03-24,311
45-54,4,32953,11013.67,2021-03-24,311
5-12,4,8415,4295.15,2021-03-24,311
55-64,4,31139,10363.5,2021-03-24,311
65-74,4,18027,8671.87,2021-03-24,311
75+,4,13832,8620.54,2021-03-24,311
0-4,5,1158,4233.38,2021-03-24,311
13-17,5,2530,8471.17,2021-03-24,311
18-24,5,5679,14314.86,2021-03-24,311
25-34,5,9120,14091.69,2021-03-24,311
35-44,5,8210,13874.34,2021-03-24,311
45-54,5,8557,13334.48,2021-03-24,311
5-12,5,2749,6008.09,2021-03-24,311
55-64,5,7896,11940.12,2021-03-24,311
65-74,5,4307,9230.8,2021-03-24,311
75+,5,3312,10146.44,2021-03-24,311
0-4,1,4660,2547.48,2021-03-25,312
13-17,1,7751,5530.04,2021-03-25,312
18-24,1,17960,8641.77,2021-03-25,312
25-34,1,37126,7898.46,2021-03-25,312
35-44,1,30973,8652.01,2021-03-25,312
45-54,1,27847,9427.96,2021-03-25,312
5-12,1,10168,4035.31,2021-03-25,312
55-64,1,27925,9773.04,2021-03-25,312
65-74,1,19666,9353.94,2021-03-25,312
75+,1,15646,9925.08,2021-03-25,312
0-4,2,2987,2981.07,2021-03-25,312
13-17,2,4787,5197.02,2021-03-25,312
18-24,2,11884,8528.56,2021-03-25,312
25-34,2,23508,10338.5,2021-03-25,312
35-44,2,20974,11691.58,2021-03-25,312
45-54,2,21679,12476.05,2021-03-25,312
5-12,2,6548,4232.41,2021-03-25,312
55-64,2,20751,12767.1,2021-03-25,312
65-74,2,12161,11614.76,2021-03-25,312
75+,2,9302,11065.51,2021-03-25,312
0-4,3,1820,2390.21,2021-03-25,312
13-17,3,2550,4560.49,2021-03-25,312
18-24,3,9669,6638.55,2021-03-25,312
25-34,3,21077,5824.32,2021-03-25,312
35-44,3,14156,6045.52,2021-03-25,312
45-54,3,12667,6476.53,2021-03-25,312
5-12,3,3461,3488.96,2021-03-25,312
55-64,3,12687,6892.9,2021-03-25,312
65-74,3,8692,5821.41,2021-03-25,312
75+,3,8705,6864.6,2021-03-25,312
0-4,4,3873,2825.05,2021-03-25,312
13-17,4,6562,5716.42,2021-03-25,312
18-24,4,16671,9682.41,2021-03-25,312
25-34,4,35133,9767.93,2021-03-25,312
35-44,4,32729,10688.94,2021-03-25,312
45-54,4,33094,11060.79,2021-03-25,312
5-12,4,8478,4327.3,2021-03-25,312
55-64,4,31281,10410.76,2021-03-25,312
65-74,4,18100,8706.99,2021-03-25,312
75+,4,13866,8641.73,2021-03-25,312
0-4,5,1168,4269.94,2021-03-25,312
13-17,5,2545,8521.39,2021-03-25,312
18-24,5,5715,14405.61,2021-03-25,312
25-34,5,9164,14159.67,2021-03-25,312
35-44,5,8245,13933.48,2021-03-25,312
45-54,5,8600,13401.48,2021-03-25,312
5-12,5,2770,6053.99,2021-03-25,312
55-64,5,7932,11994.56,2021-03-25,312
65-74,5,4324,9267.24,2021-03-25,312
75+,5,3326,10189.33,2021-03-25,312
0-4,1,4706,2572.62,2021-03-26,313
13-17,1,7797,5562.86,2021-03-26,313
18-24,1,18054,8687,2021-03-26,313
25-34,1,37332,7942.29,2021-03-26,313
35-44,1,31132,8696.43,2021-03-26,313
45-54,1,27963,9467.24,2021-03-26,313
5-12,1,10243,4065.08,2021-03-26,313
55-64,1,28026,9808.39,2021-03-26,313
65-74,1,19747,9392.46,2021-03-26,313
75+,1,15706,9963.14,2021-03-26,313
0-4,2,2994,2988.05,2021-03-26,313
13-17,2,4818,5230.67,2021-03-26,313
18-24,2,11950,8575.92,2021-03-26,313
25-34,2,23599,10378.52,2021-03-26,313
35-44,2,21044,11730.6,2021-03-26,313
45-54,2,21736,12508.85,2021-03-26,313
5-12,2,6576,4250.51,2021-03-26,313
55-64,2,20796,12794.78,2021-03-26,313
65-74,2,12187,11639.59,2021-03-26,313
75+,2,9322,11089.3,2021-03-26,313
0-4,3,1831,2404.65,2021-03-26,313
13-17,3,2562,4581.95,2021-03-26,313
18-24,3,9754,6696.91,2021-03-26,313
25-34,3,21184,5853.89,2021-03-26,313
35-44,3,14218,6071.99,2021-03-26,313
45-54,3,12719,6503.12,2021-03-26,313
5-12,3,3488,3516.18,2021-03-26,313
55-64,3,12728,6915.17,2021-03-26,313
65-74,3,8713,5835.47,2021-03-26,313
75+,3,8722,6878.01,2021-03-26,313
0-4,4,3903,2846.93,2021-03-26,313
13-17,4,6604,5753.01,2021-03-26,313
18-24,4,16750,9728.29,2021-03-26,313
25-34,4,35295,9812.97,2021-03-26,313
35-44,4,32856,10730.42,2021-03-26,313
45-54,4,33217,11101.9,2021-03-26,313
5-12,4,8535,4356.4,2021-03-26,313
55-64,4,31368,10439.71,2021-03-26,313
65-74,4,18140,8726.23,2021-03-26,313
75+,4,13899,8662.3,2021-03-26,313
0-4,5,1172,4284.57,2021-03-26,313
13-17,5,2564,8585.01,2021-03-26,313
18-24,5,5740,14468.62,2021-03-26,313
25-34,5,9206,14224.57,2021-03-26,313
35-44,5,8275,13984.18,2021-03-26,313
45-54,5,8630,13448.23,2021-03-26,313
5-12,5,2790,6097.7,2021-03-26,313
55-64,5,7954,12027.82,2021-03-26,313
65-74,5,4340,9301.53,2021-03-26,313
75+,5,3332,10207.71,2021-03-26,313
0-4,1,4731,2586.29,2021-03-27,314
13-17,1,7850,5600.67,2021-03-27,314
18-24,1,18135,8725.97,2021-03-27,314
25-34,1,37501,7978.24,2021-03-27,314
35-44,1,31286,8739.45,2021-03-27,314
45-54,1,28089,9509.9,2021-03-27,314
5-12,1,10317,4094.45,2021-03-27,314
55-64,1,28112,9838.49,2021-03-27,314
65-74,1,19803,9419.1,2021-03-27,314
75+,1,15747,9989.15,2021-03-27,314
0-4,2,3014,3008.01,2021-03-27,314
13-17,2,4854,5269.75,2021-03-27,314
18-24,2,12015,8622.57,2021-03-27,314
25-34,2,23722,10432.62,2021-03-27,314
35-44,2,21121,11773.53,2021-03-27,314
45-54,2,21805,12548.56,2021-03-27,314
5-12,2,6623,4280.89,2021-03-27,314
55-64,2,20862,12835.39,2021-03-27,314
65-74,2,12201,11652.96,2021-03-27,314
75+,2,9327,11095.25,2021-03-27,314
0-4,3,1844,2421.73,2021-03-27,314
13-17,3,2584,4621.29,2021-03-27,314
18-24,3,9859,6769,2021-03-27,314
25-34,3,21334,5895.34,2021-03-27,314
35-44,3,14282,6099.33,2021-03-27,314
45-54,3,12768,6528.17,2021-03-27,314
5-12,3,3515,3543.39,2021-03-27,314
55-64,3,12765,6935.28,2021-03-27,314
65-74,3,8727,5844.85,2021-03-27,314
75+,3,8738,6890.62,2021-03-27,314
0-4,4,3938,2872.46,2021-03-27,314
13-17,4,6660,5801.8,2021-03-27,314
18-24,4,16845,9783.47,2021-03-27,314
25-34,4,35465,9860.24,2021-03-27,314
35-44,4,33031,10787.57,2021-03-27,314
45-54,4,33343,11144.01,2021-03-27,314
5-12,4,8609,4394.17,2021-03-27,314
55-64,4,31483,10477.99,2021-03-27,314
65-74,4,18205,8757.5,2021-03-27,314
75+,4,13942,8689.09,2021-03-27,314
0-4,5,1179,4310.16,2021-03-27,314
13-17,5,2587,8662.02,2021-03-27,314
18-24,5,5762,14524.08,2021-03-27,314
25-34,5,9262,14311.1,2021-03-27,314
35-44,5,8313,14048.4,2021-03-27,314
45-54,5,8663,13499.66,2021-03-27,314
5-12,5,2811,6143.6,2021-03-27,314
55-64,5,7974,12058.07,2021-03-27,314
65-74,5,4346,9314.39,2021-03-27,314
75+,5,3336,10219.96,2021-03-27,314
0-4,1,4765,2604.88,2021-03-28,315
13-17,1,7906,5640.62,2021-03-28,315
18-24,1,18244,8778.42,2021-03-28,315
25-34,1,37691,8018.66,2021-03-28,315
35-44,1,31449,8784.98,2021-03-28,315
45-54,1,28217,9553.23,2021-03-28,315
5-12,1,10406,4129.77,2021-03-28,315
55-64,1,28248,9886.08,2021-03-28,315
65-74,1,19864,9448.11,2021-03-28,315
75+,1,15799,10022.14,2021-03-28,315
0-4,2,3033,3026.98,2021-03-28,315
13-17,2,4890,5308.84,2021-03-28,315
18-24,2,12078,8667.78,2021-03-28,315
25-34,2,23857,10491.99,2021-03-28,315
35-44,2,21211,11823.7,2021-03-28,315
45-54,2,21877,12589.99,2021-03-28,315
5-12,2,6681,4318.38,2021-03-28,315
55-64,2,20926,12874.77,2021-03-28,315
65-74,2,12221,11672.06,2021-03-28,315
75+,2,9342,11113.09,2021-03-28,315
0-4,3,1854,2434.86,2021-03-28,315
13-17,3,2603,4655.27,2021-03-28,315
18-24,3,9953,6833.54,2021-03-28,315
25-34,3,21460,5930.16,2021-03-28,315
35-44,3,14357,6131.36,2021-03-28,315
45-54,3,12817,6553.23,2021-03-28,315
5-12,3,3544,3572.63,2021-03-28,315
55-64,3,12808,6958.64,2021-03-28,315
65-74,3,8742,5854.89,2021-03-28,315
75+,3,8752,6901.66,2021-03-28,315
0-4,4,3964,2891.43,2021-03-28,315
13-17,4,6727,5860.16,2021-03-28,315
18-24,4,16966,9853.75,2021-03-28,315
25-34,4,35658,9913.89,2021-03-28,315
35-44,4,33208,10845.38,2021-03-28,315
45-54,4,33506,11198.49,2021-03-28,315
5-12,4,8677,4428.88,2021-03-28,315
55-64,4,31636,10528.91,2021-03-28,315
65-74,4,18271,8789.25,2021-03-28,315
75+,4,13994,8721.5,2021-03-28,315
0-4,5,1185,4332.09,2021-03-28,315
13-17,5,2608,8732.34,2021-03-28,315
18-24,5,5794,14604.74,2021-03-28,315
25-34,5,9303,14374.45,2021-03-28,315
35-44,5,8337,14088.96,2021-03-28,315
45-54,5,8685,13533.94,2021-03-28,315
5-12,5,2835,6196.05,2021-03-28,315
55-64,5,8006,12106.46,2021-03-28,315
65-74,5,4362,9348.68,2021-03-28,315
75+,5,3349,10259.79,2021-03-28,315
0-4,1,4803,2625.65,2021-03-29,316
13-17,1,7963,5681.29,2021-03-29,316
18-24,1,18342,8825.58,2021-03-29,316
25-34,1,37941,8071.85,2021-03-29,316
35-44,1,31665,8845.32,2021-03-29,316
45-54,1,28390,9611.8,2021-03-29,316
5-12,1,10516,4173.42,2021-03-29,316
55-64,1,28387,9934.73,2021-03-29,316
65-74,1,19950,9489.02,2021-03-29,316
75+,1,15869,10066.54,2021-03-29,316
0-4,2,3079,3072.88,2021-03-29,316
13-17,2,4949,5372.89,2021-03-29,316
18-24,2,12172,8735.24,2021-03-29,316
25-34,2,24032,10568.95,2021-03-29,316
35-44,2,21342,11896.72,2021-03-29,316
45-54,2,22015,12669.41,2021-03-29,316
5-12,2,6752,4364.27,2021-03-29,316
55-64,2,21053,12952.9,2021-03-29,316
65-74,2,12294,11741.78,2021-03-29,316
75+,2,9419,11204.69,2021-03-29,316
0-4,3,1869,2454.56,2021-03-29,316
13-17,3,2630,4703.56,2021-03-29,316
18-24,3,10048,6898.77,2021-03-29,316
25-34,3,21635,5978.52,2021-03-29,316
35-44,3,14455,6173.21,2021-03-29,316
45-54,3,12897,6594.13,2021-03-29,316
5-12,3,3582,3610.93,2021-03-29,316
55-64,3,12892,7004.28,2021-03-29,316
65-74,3,8778,5879,2021-03-29,316
75+,3,8790,6931.63,2021-03-29,316
0-4,4,4000,2917.68,2021-03-29,316
13-17,4,6813,5935.08,2021-03-29,316
18-24,4,17071,9914.73,2021-03-29,316
25-34,4,35885,9977.01,2021-03-29,316
35-44,4,33415,10912.98,2021-03-29,316
45-54,4,33686,11258.65,2021-03-29,316
5-12,4,8758,4470.22,2021-03-29,316
55-64,4,31824,10591.48,2021-03-29,316
65-74,4,18350,8827.25,2021-03-29,316
75+,4,14040,8750.17,2021-03-29,316
0-4,5,1198,4379.62,2021-03-29,316
13-17,5,2626,8792.61,2021-03-29,316
18-24,5,5833,14703.04,2021-03-29,316
25-34,5,9359,14460.98,2021-03-29,316
35-44,5,8390,14178.52,2021-03-29,316
45-54,5,8739,13618.09,2021-03-29,316
5-12,5,2857,6244.13,2021-03-29,316
55-64,5,8050,12172.99,2021-03-29,316
65-74,5,4379,9385.11,2021-03-29,316
75+,5,3358,10287.36,2021-03-29,316
0-4,1,4818,2633.85,2021-03-30,317
13-17,1,7984,5696.27,2021-03-30,317
18-24,1,18382,8844.82,2021-03-30,317
25-34,1,38030,8090.78,2021-03-30,317
35-44,1,31740,8866.27,2021-03-30,317
45-54,1,28452,9632.79,2021-03-30,317
5-12,1,10542,4183.74,2021-03-30,317
55-64,1,28427,9948.73,2021-03-30,317
65-74,1,19982,9504.24,2021-03-30,317
75+,1,15887,10077.96,2021-03-30,317
0-4,2,3094,3087.86,2021-03-30,317
13-17,2,4960,5384.83,2021-03-30,317
18-24,2,12202,8756.77,2021-03-30,317
25-34,2,24084,10591.82,2021-03-30,317
35-44,2,21368,11911.21,2021-03-30,317
45-54,2,22052,12690.7,2021-03-30,317
5-12,2,6763,4371.38,2021-03-30,317
55-64,2,21092,12976.9,2021-03-30,317
65-74,2,12313,11759.93,2021-03-30,317
75+,2,9434,11222.54,2021-03-30,317
0-4,3,1874,2461.13,2021-03-30,317
13-17,3,2635,4712.5,2021-03-30,317
18-24,3,10080,6920.74,2021-03-30,317
25-34,3,21678,5990.4,2021-03-30,317
35-44,3,14482,6184.74,2021-03-30,317
45-54,3,12922,6606.91,2021-03-30,317
5-12,3,3594,3623.03,2021-03-30,317
55-64,3,12910,7014.06,2021-03-30,317
65-74,3,8793,5889.05,2021-03-30,317
75+,3,8805,6943.46,2021-03-30,317
0-4,4,4012,2926.44,2021-03-30,317
13-17,4,6836,5955.12,2021-03-30,317
18-24,4,17119,9942.61,2021-03-30,317
25-34,4,35964,9998.97,2021-03-30,317
35-44,4,33507,10943.03,2021-03-30,317
45-54,4,33766,11285.39,2021-03-30,317
5-12,4,8788,4485.53,2021-03-30,317
55-64,4,31911,10620.43,2021-03-30,317
65-74,4,18387,8845.05,2021-03-30,317
75+,4,14063,8764.51,2021-03-30,317
0-4,5,1208,4416.17,2021-03-30,317
13-17,5,2638,8832.79,2021-03-30,317
18-24,5,5848,14740.85,2021-03-30,317
25-34,5,9381,14494.97,2021-03-30,317
35-44,5,8409,14210.63,2021-03-30,317
45-54,5,8751,13636.79,2021-03-30,317
5-12,5,2873,6279.1,2021-03-30,317
55-64,5,8066,12197.19,2021-03-30,317
65-74,5,4384,9395.83,2021-03-30,317
75+,5,3364,10305.74,2021-03-30,317
0-4,1,4854,2653.53,2021-03-31,318
13-17,1,8026,5726.24,2021-03-31,318
18-24,1,18489,8896.31,2021-03-31,318
25-34,1,38219,8130.99,2021-03-31,318
35-44,1,31872,8903.14,2021-03-31,318
45-54,1,28589,9679.18,2021-03-31,318
5-12,1,10603,4207.95,2021-03-31,318
55-64,1,28512,9978.48,2021-03-31,318
65-74,1,20032,9528.02,2021-03-31,318
75+,1,15917,10096.99,2021-03-31,318
0-4,2,3108,3101.83,2021-03-31,318
13-17,2,4981,5407.63,2021-03-31,318
18-24,2,12261,8799.11,2021-03-31,318
25-34,2,24173,10630.96,2021-03-31,318
35-44,2,21429,11945.22,2021-03-31,318
45-54,2,22120,12729.84,2021-03-31,318
5-12,2,6801,4395.94,2021-03-31,318
55-64,2,21123,12995.97,2021-03-31,318
65-74,2,12337,11782.85,2021-03-31,318
75+,2,9443,11233.24,2021-03-31,318
0-4,3,1890,2482.14,2021-03-31,318
13-17,3,2649,4737.54,2021-03-31,318
18-24,3,10132,6956.44,2021-03-31,318
25-34,3,21764,6014.16,2021-03-31,318
35-44,3,14530,6205.24,2021-03-31,318
45-54,3,12957,6624.81,2021-03-31,318
5-12,3,3609,3638.15,2021-03-31,318
55-64,3,12951,7036.33,2021-03-31,318
65-74,3,8808,5899.1,2021-03-31,318
75+,3,8809,6946.61,2021-03-31,318
0-4,4,4040,2946.86,2021-03-31,318
13-17,4,6878,5991.7,2021-03-31,318
18-24,4,17222,10002.43,2021-03-31,318
25-34,4,36139,10047.63,2021-03-31,318
35-44,4,33644,10987.77,2021-03-31,318
45-54,4,33895,11328.5,2021-03-31,318
5-12,4,8838,4511.05,2021-03-31,318
55-64,4,32030,10660.04,2021-03-31,318
65-74,4,18438,8869.58,2021-03-31,318
75+,4,14096,8785.07,2021-03-31,318
0-4,5,1213,4434.45,2021-03-31,318
13-17,5,2656,8893.05,2021-03-31,318
18-24,5,5880,14821.51,2021-03-31,318
25-34,5,9430,14570.68,2021-03-31,318
35-44,5,8449,14278.23,2021-03-31,318
45-54,5,8789,13696,2021-03-31,318
5-12,5,2892,6320.63,2021-03-31,318
55-64,5,8106,12257.67,2021-03-31,318
65-74,5,4393,9415.12,2021-03-31,318
75+,5,3374,10336.38,2021-03-31,318
0-4,1,4881,2668.29,2021-04-01,319
13-17,1,8061,5751.21,2021-04-01,319
18-24,1,18586,8942.98,2021-04-01,319
25-34,1,38410,8171.63,2021-04-01,319
35-44,1,32017,8943.65,2021-04-01,319
45-54,1,28707,9719.13,2021-04-01,319
5-12,1,10675,4236.52,2021-04-01,319
55-64,1,28623,10017.32,2021-04-01,319
65-74,1,20099,9559.89,2021-04-01,319
75+,1,15963,10126.17,2021-04-01,319
0-4,2,3132,3125.78,2021-04-01,319
13-17,2,5007,5435.86,2021-04-01,319
18-24,2,12328,8847.2,2021-04-01,319
25-34,2,24301,10687.25,2021-04-01,319
35-44,2,21539,12006.53,2021-04-01,319
45-54,2,22199,12775.3,2021-04-01,319
5-12,2,6842,4422.44,2021-04-01,319
55-64,2,21196,13040.88,2021-04-01,319
65-74,2,12377,11821.06,2021-04-01,319
75+,2,9461,11254.65,2021-04-01,319
0-4,3,1910,2508.41,2021-04-01,319
13-17,3,2667,4769.73,2021-04-01,319
18-24,3,10194,6999.01,2021-04-01,319
25-34,3,21887,6048.15,2021-04-01,319
35-44,3,14609,6238.98,2021-04-01,319
45-54,3,13003,6648.33,2021-04-01,319
5-12,3,3636,3665.37,2021-04-01,319
55-64,3,12984,7054.26,2021-04-01,319
65-74,3,8841,5921.2,2021-04-01,319
75+,3,8830,6963.17,2021-04-01,319
0-4,4,4074,2971.66,2021-04-01,319
13-17,4,6935,6041.36,2021-04-01,319
18-24,4,17345,10073.87,2021-04-01,319
25-34,4,36332,10101.29,2021-04-01,319
35-44,4,33827,11047.54,2021-04-01,319
45-54,4,34078,11389.67,2021-04-01,319
5-12,4,8891,4538.1,2021-04-01,319
55-64,4,32149,10699.64,2021-04-01,319
65-74,4,18502,8900.37,2021-04-01,319
75+,4,14151,8819.35,2021-04-01,319
0-4,5,1222,4467.35,2021-04-01,319
13-17,5,2676,8960.02,2021-04-01,319
18-24,5,5908,14892.09,2021-04-01,319
25-34,5,9485,14655.67,2021-04-01,319
35-44,5,8487,14342.45,2021-04-01,319
45-54,5,8822,13747.43,2021-04-01,319
5-12,5,2913,6366.53,2021-04-01,319
55-64,5,8153,12328.75,2021-04-01,319
65-74,5,4411,9453.7,2021-04-01,319
75+,5,3381,10357.82,2021-04-01,319
0-4,1,4911,2684.69,2021-04-02,320
13-17,1,8111,5786.88,2021-04-02,320
18-24,1,18700,8997.83,2021-04-02,320
25-34,1,38602,8212.48,2021-04-02,320
35-44,1,32151,8981.08,2021-04-02,320
45-54,1,28830,9760.77,2021-04-02,320
5-12,1,10737,4261.13,2021-04-02,320
55-64,1,28711,10048.12,2021-04-02,320
65-74,1,20162,9589.86,2021-04-02,320
75+,1,16013,10157.89,2021-04-02,320
0-4,2,3150,3143.74,2021-04-02,320
13-17,2,5038,5469.51,2021-04-02,320
18-24,2,12395,8895.28,2021-04-02,320
25-34,2,24442,10749.26,2021-04-02,320
35-44,2,21640,12062.83,2021-04-02,320
45-54,2,22285,12824.79,2021-04-02,320
5-12,2,6884,4449.59,2021-04-02,320
55-64,2,21254,13076.57,2021-04-02,320
65-74,2,12413,11855.44,2021-04-02,320
75+,2,9490,11289.15,2021-04-02,320
0-4,3,1932,2537.3,2021-04-02,320
13-17,3,2691,4812.66,2021-04-02,320
18-24,3,10278,7056.68,2021-04-02,320
25-34,3,22032,6088.22,2021-04-02,320
35-44,3,14670,6265.03,2021-04-02,320
45-54,3,13050,6672.36,2021-04-02,320
5-12,3,3662,3691.58,2021-04-02,320
55-64,3,13036,7082.51,2021-04-02,320
65-74,3,8860,5933.92,2021-04-02,320
75+,3,8839,6970.27,2021-04-02,320
0-4,4,4105,2994.27,2021-04-02,320
13-17,4,6973,6074.46,2021-04-02,320
18-24,4,17429,10122.65,2021-04-02,320
25-34,4,36544,10160.23,2021-04-02,320
35-44,4,33990,11100.77,2021-04-02,320
45-54,4,34235,11442.14,2021-04-02,320
5-12,4,8951,4568.73,2021-04-02,320
55-64,4,32276,10741.91,2021-04-02,320
65-74,4,18570,8933.08,2021-04-02,320
75+,4,14175,8834.31,2021-04-02,320
0-4,5,1233,4507.57,2021-04-02,320
13-17,5,2691,9010.24,2021-04-02,320
18-24,5,5944,14982.84,2021-04-02,320
25-34,5,9545,14748.37,2021-04-02,320
